,UKF248,UKF251,UKF260,ZH1019T1,ZH1019inf,ZH916bulk
HALLMARK_PROTEIN_SECRETION,-0.03627937478340235,0.038754665528714836,-0.05559964322591279,0.0033272227045614334,0.08017326992878304,0.030050342838608458
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.04869243973757458,0.09063654772728756,0.030666085403324987,-0.004660301421588916,0.017394106912095454,-0.00907871276962132
HALLMARK_SPERMATOGENESIS,-0.009099050416219842,0.0038398842455705626,-0.017392665182449495,-0.06709146629454071,0.03497982348852604,0.019784883558094046
HALLMARK_TGF_BETA_SIGNALING,-0.03414460742600226,0.0032997668167926704,-0.08819947960434914,-0.052276214999144054,0.07311819443343336,0.021399582323585156
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.03970335789935843,0.0640662174907098,-0.009814213244583989,0.035990276120416984,0.0017163920513413372,-0.02003570169788949
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.01671081625352911,0.019232712658514596,-0.0432204807204957,0.006650176768522344,0.05308525119873542,0.02809520610488582
HALLMARK_UV_RESPONSE_DN,-0.056320643150230734,0.00574235673038297,-0.07164089681982855,-0.07129041011772833,0.07021021749412788,0.019575854625705005
HALLMARK_UV_RESPONSE_UP,0.0045553278408708335,-0.011108319166304515,-0.04157967432955676,-0.05786627644004255,0.05001534424895974,0.007717259319980671
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.00601935007044485,0.023837393287903075,-0.04720220352075977,-0.09160564305690094,-0.07753209530453356,-0.020859933549056027
HALLMARK_XENOBIOTIC_METABOLISM,0.020230612409119938,0.028562758967136313,-0.005081587575412337,-0.04602745743545625,0.056328103342300546,0.026671793349556376
