,UKF260,UKF269,UKF334,ZH1019inf,ZH8812bulk,ZH916bulk
HALLMARK_KRAS_SIGNALING_UP,0.13408010923836552,0.04552404195618826,0.05604928404234776,-0.007050506761091883,0.02580859212671077,0.09617238878442638
HALLMARK_MITOTIC_SPINDLE,0.15013177470862407,0.02108228831878089,0.03158751437967794,-0.003236284002176937,0.011127530742710348,0.04353642580549865
HALLMARK_MTORC1_SIGNALING,-0.04763946447360218,-0.012458089357062628,-0.01917791814091917,-0.08708785981581915,-0.005530169319427951,-0.04640351747549237
HALLMARK_MYC_TARGETS_V1,0.07889247770197916,0.026484887472515338,-0.01629574748771368,-0.052413410765848045,0.03260288165511729,-0.004345937512924417
HALLMARK_MYC_TARGETS_V2,-0.09195251491050765,-0.011091539686811413,-0.03146917998255572,-0.009650501172661426,0.0013032881525999417,0.010257389448211437
HALLMARK_MYOGENESIS,0.1334962883727759,0.07435819942525203,0.02598439931256338,-0.0341418942751315,0.042632855391813385,0.09625511539302697
HALLMARK_NOTCH_SIGNALING,0.0983874456316223,-0.0014832792641490788,-0.07632931055909066,-0.027654639877969806,0.026165861324927125,0.002489798078032192
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.14651791057123567,0.08778378957866033,0.04830850190924607,-0.07290025281262488,0.023387097096201622,0.03786788439133725
HALLMARK_P53_PATHWAY,0.11554428685931936,0.013427574458659157,0.026063338273641188,-0.09767964196846197,0.023336807122254877,-0.05013865598371606
HALLMARK_PANCREAS_BETA_CELLS,0.16935034420985273,0.08362470925580814,0.024581477020418744,-0.08148453592657706,0.015057917661607887,0.010652218595078942
HALLMARK_PEROXISOME,0.07090606506211286,0.0013892876427803675,0.024545842793696277,-0.03424127075783483,0.042951003260114674,-0.015609968521560246
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.16408278084729705,0.04232178945055152,0.06348823697106001,-0.06796826902878413,0.05579088228893122,0.04900608415148047
HALLMARK_PROTEIN_SECRETION,0.13654489942070186,0.03457000640424402,0.052138383107360825,-0.05056305504872892,0.03604884961530876,-0.0023788350754811206
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.13354993746055527,0.07378088270716461,0.026698650076320017,0.08535978616311687,0.01815910889687386,-0.07480934243094108
HALLMARK_SPERMATOGENESIS,0.12272579543135932,0.0693497151267126,0.07375449985751582,-0.03851637371991495,0.07936239563761356,0.05358675328079124
HALLMARK_TGF_BETA_SIGNALING,0.0037325608604540407,-0.001197425807333715,-0.05765851939597771,-0.022643411216883583,0.037878558783579735,0.04822193534664118
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.12604184443813923,0.01419448691211385,-0.023656208232297936,-0.042795191539086,0.07134012706052019,-0.030164563368677715
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.0035748278794697445,0.03523970486028164,0.003973511202541973,-0.07071521929357101,0.013314431419687172,-0.02712605179981828
HALLMARK_UV_RESPONSE_DN,0.12422121719516124,0.06066090034989327,0.07603115220464005,0.0007167943829943268,0.034565533113782,0.026577959838331083
HALLMARK_UV_RESPONSE_UP,0.12936373914551139,0.038979938917919,0.033190010429317615,-0.034975574176142755,0.041843368370796385,0.03263983662206474
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.0841490789543046,-0.03199138150939305,-0.03799006400899299,-0.010349202525340957,-0.02027328908442797,0.09152846271645207
HALLMARK_XENOBIOTIC_METABOLISM,0.07120606380072464,0.020692142074087542,0.05633068700618871,-0.06894588747550653,0.022462333991895015,0.01954766028138849
