,MGH258,UKF251,UKF259,UKF275,ZH1019T1,ZH916T1
HALLMARK_PEROXISOME,0.041392365309718286,0.04358799403621362,0.020584211040058288,0.055021617670437804,0.08547453067700742,0.01909771533086525
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.059352322656592044,0.009352200745902851,0.008605578243160916,-0.011778663329971219,-0.023028817251587605,0.04939582597627172
HALLMARK_PROTEIN_SECRETION,0.039591106733408155,0.07666003594804884,0.015304623954114562,-0.024317238451475213,0.011682257067655594,0.027798744623870615
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.0011565597618028458,0.02742405085918466,0.00014822759098332566,-0.004493336283679064,0.012168033286673962,0.03068025205679926
HALLMARK_SPERMATOGENESIS,0.04102876459150229,0.015251936458459084,-0.013876743991765651,0.00020708055848783912,0.08827325456502878,0.01744825078163762
HALLMARK_TGF_BETA_SIGNALING,-0.0005871347844205133,0.048914803322191794,0.03628281344193262,0.03148224044453681,-0.033477548179732954,0.03833865294526467
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.04844042476372848,0.04012386745642686,-0.037090868106002275,-0.02285758322943839,-0.01831648878854272,0.027377916614880163
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.016211241300238998,0.027625687385446573,-0.01399806453407774,-0.03803844917778765,-0.026720187164930787,0.036304818026710636
HALLMARK_UV_RESPONSE_DN,0.044790163276808896,-0.0374354625299436,0.012901246037206302,0.07603277574283049,-0.031979498079078995,0.08040521643971707
HALLMARK_UV_RESPONSE_UP,0.002792758699447218,0.06461136372007434,-0.01310121886244293,0.016796571726271536,0.058428378970662054,0.04066350489303397
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.0007438376615692136,-0.016715078863782727,-0.015781542238796898,0.024196163259373474,-0.04683546370258812,0.04216503949441437
HALLMARK_XENOBIOTIC_METABOLISM,0.009167997218915218,0.019888323505304388,0.03108893068516347,0.037372086371393005,0.030740154590483192,-0.01920970591401867
