,UKF269,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
HALLMARK_MYOGENESIS,-0.03824356464295506,0.13867475886191705,0.0739957149385078,0.007503076140936611,0.07389533433462712,0.011057135461819283
HALLMARK_NOTCH_SIGNALING,0.12898429771921316,0.08014326075464336,0.11520525013461513,0.021672862087399644,0.04273936947015485,0.05052587227201942
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.00447544956415339,0.11946454966064232,0.12374314321545134,0.02964141955720296,0.10631053366775539,0.0522035476092995
HALLMARK_P53_PATHWAY,0.09860618776825088,0.00957163711425406,0.0752814471410119,0.002424673120321072,0.059770036608473014,0.05525055266376385
HALLMARK_PANCREAS_BETA_CELLS,-0.0625390281075679,0.10360870407069876,0.10051577995857577,0.01928934643738139,0.0964654359952485,0.017673519177088915
HALLMARK_PEROXISOME,0.049931877160882814,0.08606728314042308,0.08353477269292078,0.010678828370866662,0.06436113763956998,0.05218110763132149
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.0352391235901318,0.09571871749276506,0.1257900170528027,0.037620397914557756,0.10135138100553494,0.03630454260586904
HALLMARK_PROTEIN_SECRETION,0.0707979675284615,0.12045138190413307,0.07801716886620724,0.01826370529875047,0.09119825193739618,0.042192481609717045
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.04629898505281538,0.017724820196001384,0.11806945976252126,-0.0032048443160573605,0.06117359083111685,0.012611754432557808
HALLMARK_SPERMATOGENESIS,-0.021567237988678968,0.07270368809797781,0.07916749417869294,0.017987216518647674,0.10073239643804718,0.05804898543090858
HALLMARK_TGF_BETA_SIGNALING,0.12408702207386602,0.079014389000747,0.09235188808863942,0.027328957822559865,0.031420574956281165,0.03788531958428275
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.12207834133547499,-0.018978368468642415,0.09572835077527468,-0.007853678580737605,-0.03493056547957372,0.025740004625766023
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.07954621489514886,0.11431542010171568,0.10583193456872038,0.013348137922094843,0.08481980233122768,0.029032765278385456
HALLMARK_UV_RESPONSE_DN,-0.044018329744035634,0.12766611021792648,0.04428503753221859,0.013721991238419011,0.05508840049312618,0.00036703691907220105
HALLMARK_UV_RESPONSE_UP,-0.05898652128044449,0.03750207825515606,0.02882585809345081,0.049853105977432526,0.049806000100108064,0.06561155137032956
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.07110680131941743,0.008203864246595458,-0.006898871397021422,-0.010249056868772243,-0.045353580716617624,0.08025999740398093
HALLMARK_XENOBIOTIC_METABOLISM,0.04620065308729494,0.06736853562716542,0.10237236292814061,0.017330867570329707,0.07873604234206884,0.021556579223879057
