,UKF266,UKF296,ZH8812bulk,ZH881inf,ZH916T1,ZH916bulk
HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.03764970032145776,-0.012957876141772686,0.10687252168022462,-0.02751068434163073,0.08805770382215329,0.03196402710750174
HALLMARK_PROTEIN_SECRETION,-0.02691260451267243,0.0014587979109928375,0.10635862342969145,0.035362209806923374,0.09145886957821404,0.11593476740042587
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.053688024035954594,0.010270133294245611,-0.05920906358152454,-0.024212338732561744,0.0018283214108421686,0.050216937215223155
HALLMARK_SPERMATOGENESIS,-0.01782006950808852,0.0014717663596453153,0.06959683550209263,0.007761290864207383,0.11767348988125316,0.044015989411782724
HALLMARK_TGF_BETA_SIGNALING,-0.005957396963490072,0.015779064750791102,0.04615532918011902,-0.02324342801511222,0.016104144034370754,0.0984043752704993
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.026378850522584166,-0.024080058914055295,-0.05443809419235585,0.0666118579063167,0.020445016109484314,0.046366956432452755
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.029251187224580425,-0.005733493025865437,0.04197287730683655,0.03973226604016129,0.041476280227289795,0.06046175913758049
HALLMARK_UV_RESPONSE_DN,0.0196428558458408,0.007457163743719939,0.033960055388033955,-0.0436076576038467,0.046095510680966116,0.08847521349028692
HALLMARK_UV_RESPONSE_UP,-0.01564345454563386,-0.026729029022615033,0.03997249494775769,0.02829623583661388,0.08949005531529812,0.08054997023532248
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.02227972303716587,0.015980655055832103,0.04560408854198208,0.0073144371825928246,0.0010867346958419223,0.033207070991989614
HALLMARK_XENOBIOTIC_METABOLISM,0.009152610675984153,0.03923994944194027,0.08697140868861498,0.016134669179118436,0.06920412844418265,0.0858129254458081
