,ZH1007inf,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.011984374004915272,0.10678272721389336,-0.016601973641094992,-0.0248413146535561,0.11740302405027811,-0.02470570644220182,0.08296647729898836,0.04790609191277184
HALLMARK_INFLAMMATORY_RESPONSE,-0.05934474656594188,0.11643508903711967,0.01378580127812466,0.0878356747132405,0.02106622082660924,-0.01713156489031454,0.03893132581478377,0.10964159847664087
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.07669387577842368,0.1487779974699803,0.00702272636030075,-0.014439075297421427,-0.014659595312547605,-0.054732582181326386,0.011796108245520236,0.002912660021497309
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.08995528797014381,0.07898643051761922,-0.04501554247268421,0.0705547407270955,0.050420060977633456,-0.024484758372999613,0.04287852473818936,0.13214990083064412
HALLMARK_KRAS_SIGNALING_DN,0.06420876912784455,0.03722814371102007,0.01996417603213893,-0.029535632381712574,-0.016313286408547317,-0.04327586818229186,0.006160805291511387,0.012619691763251714
HALLMARK_KRAS_SIGNALING_UP,-0.03440617062029265,0.0205481502338571,0.017829446974533578,0.016354395791348564,-0.016489042394791358,-0.028610993361713955,0.04169713238424127,-0.03729583145611114
HALLMARK_MITOTIC_SPINDLE,-0.03277561156225108,0.034034229026053624,0.002220169651565869,0.009790025188615457,-0.009843760432279317,-0.01868046886560289,0.06530963228301528,0.06521367322908085
HALLMARK_MTORC1_SIGNALING,-0.008779718012648732,-0.07019468039583962,0.035664532152558014,0.08921515331194442,0.047859703866005125,0.0028420624273842064,0.10921932703643489,0.14077862242603476
HALLMARK_MYC_TARGETS_V1,-0.07561904416338838,0.16748540144483115,0.040063263768555124,0.00308341917115351,0.0572719539928815,-0.050114994036814874,0.04947768023423472,0.12460683745158245
HALLMARK_MYC_TARGETS_V2,-0.002136502209960564,0.16176194474638,-0.019051332751919215,-0.01606989918526625,0.034673749812780534,0.008446607501604074,0.04171683637916931,0.08780446088637173
HALLMARK_MYOGENESIS,0.005968395351769604,0.0007151632566280527,-0.004616136560106369,-0.036357729277014646,-0.022612200809923422,-0.03809573459220989,0.012627192104738713,-0.03687025527092858
HALLMARK_NOTCH_SIGNALING,-0.045359388431857335,0.05400865776621043,7.1576266280597695e-06,-0.010338181866257429,0.008568847144998887,-0.06832544320082568,0.021896061394119242,0.027602219875648804
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.10363234284474611,0.1374171393510434,0.023455710740348783,-0.007969155402671181,0.07594891499180485,-0.07540255174246094,0.018678988597998644,-0.004968696261304842
HALLMARK_P53_PATHWAY,-0.10581313435787547,0.08607696118506367,0.04479214806059539,0.009919398067652074,0.019608557798821903,-0.06278474641649626,0.04087214489802651,0.1457814790979012
HALLMARK_PANCREAS_BETA_CELLS,-0.15568860930463202,0.11875595952241914,0.0122051633601617,-0.015038017080916743,0.07712257960512846,-0.040785374403844075,0.017282360884891625,-0.03953425802255858
HALLMARK_PEROXISOME,-0.06165265646443397,-0.01516965116967404,-0.015873634075804922,-0.010056752678506524,-0.010550904923050391,-0.005020332356267836,0.0689663460939746,0.09277625382098
HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.006896434428513213,0.07458612159184282,0.04815404003185861,-0.0065964728110519365,0.03341071473415849,-0.05855791099302327,0.06616400616129062,0.05458331051246974
HALLMARK_PROTEIN_SECRETION,-0.05482395861723772,0.11083407182351081,0.024226254325510118,0.03118456692602504,0.051688678289850375,-0.07272384138519786,0.05470486935719785,0.09930469405764106
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.10145039843224421,0.14250754031073354,0.04511088382386135,-0.024697722099540294,0.01576978254164708,-0.07734400611148644,0.08439917510904682,0.0586533764321773
HALLMARK_SPERMATOGENESIS,-0.0324527398470612,0.0046783019428533424,-0.0170685231349979,-0.020968824026777758,0.06415959565031375,-0.07261629011418648,0.040053021491754506,0.00311380387628138
HALLMARK_TGF_BETA_SIGNALING,-0.012755259421733403,0.10971435153948762,0.007090920684759827,0.006839543803685409,0.02429320562896214,-0.026784387281765232,0.03740891668854517,0.04777194999475826
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.09636829821630051,0.1209535361568849,-0.01743585756561795,0.11977247443179509,0.06731701916352784,0.0009417146758847091,0.11192061948759362,0.07937190794835541
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,-0.05698274023325479,0.05206618303243024,0.022498338559479036,0.040642657497413526,0.0771690412103146,-0.04623622958960687,0.06843142004933922,0.14410847522920522
HALLMARK_UV_RESPONSE_DN,-0.015524942950728692,-0.019528832684276298,-0.007604936630711356,-0.011647540312970257,0.009311234045986006,-0.04918093121535354,0.06092691158706251,0.005875120519204361
HALLMARK_UV_RESPONSE_UP,-0.02278726571647503,0.0010598852037260894,0.031680225647916074,0.0031227800769691935,-0.009011462629162893,0.001750709426614142,0.07079612513452928,0.06072031445438556
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.013947342400228706,-0.09616876173685285,0.06635827804690277,0.00140005607814902,0.07723874844020101,-0.03781116572402271,0.0825589719173808,-0.0055160314022189684
HALLMARK_XENOBIOTIC_METABOLISM,-0.08243880329726762,0.02343985504502373,0.0014839454238455303,0.03942094215211779,0.054018419376090206,-0.05287060373830564,0.013312908022275001,0.054584595818437255
