,MGH258,UKF248,UKF259,UKF275,ZH1019T1,ZH1019inf
HALLMARK_G2M_CHECKPOINT,0.0685685033507942,0.050630691433399405,0.01603205001658671,0.15756506864781017,0.04919604393226308,0.06229925670189457
HALLMARK_GLYCOLYSIS,0.07024248199690157,0.062418331964571624,0.0720253731205242,-0.0946506464507982,-0.027440416531830564,0.09274455137070127
HALLMARK_HEDGEHOG_SIGNALING,0.03306029237189123,0.06239201454451797,0.05383403637210664,0.012509728467267887,-0.06193546243835703,0.1438521937387835
HALLMARK_HEME_METABOLISM,0.0781798950062116,0.04388423523686833,-0.0029706379902343454,0.015661230282667492,0.1522240833939871,0.08133596462358904
HALLMARK_HYPOXIA,0.101190521418384,-0.003812501937146072,0.057781140070138404,0.00906420143623292,-0.05800606104000418,0.09575090569018269
HALLMARK_IL2_STAT5_SIGNALING,-0.03632872770747703,0.042127291377576016,-0.018342784372322864,-0.0742284314073943,0.10104162383775252,-0.021808290493308086
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.005742184877655021,-0.007569201921336258,-0.05420898800255279,0.10744129560996803,0.0801558540220229,0.02449585479712358
HALLMARK_INFLAMMATORY_RESPONSE,0.059839354559322044,-0.032456041393688566,0.0051862207742523776,-0.059647325697532914,0.008328810010690982,0.02191710244744839
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.06335835750297773,0.09510146957331529,-0.07175038508669357,0.2258646850494068,0.13309444069752233,0.037114292308170704
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.05778508929757486,0.049268539174157924,-0.042521557957749104,0.1853247531278439,0.094944354164475,0.04388647200165284
HALLMARK_KRAS_SIGNALING_DN,0.010347193347982337,0.02870892859590764,-0.0705674240458095,-0.03681990216818766,0.05831286995790172,0.05617190953103921
HALLMARK_KRAS_SIGNALING_UP,0.022998922119885516,0.040829716911224515,0.0141103929671875,0.1258830451383612,0.07842712055614175,0.024393938855892527
HALLMARK_MITOTIC_SPINDLE,0.05581959330014851,0.06940182505376996,-0.007994723468806654,0.06551055702869023,0.1238365373569576,0.06279267195711281
HALLMARK_MTORC1_SIGNALING,0.07437476337148041,0.015553577577151676,0.06642169885385274,-0.011387244616954851,0.01112655049715745,0.09579429771437104
HALLMARK_MYC_TARGETS_V1,0.0948120182766514,0.04321993521058378,0.03789924577127286,0.10410661384835876,0.10657036611354798,0.0594785538672054
HALLMARK_MYC_TARGETS_V2,0.07637127115954047,0.02462037359540043,0.012144110185755464,0.11985291113679704,0.06271082403997168,-0.013164980338090321
HALLMARK_MYOGENESIS,0.07276551587921648,0.02359409268585715,-0.10108222244396776,0.08265224788393181,0.058060533198546815,0.07139321699840671
HALLMARK_NOTCH_SIGNALING,0.06470951159853684,0.0631804169156729,-0.09177070206845375,-0.012074931921090047,0.19070774220186618,0.09294887494748844
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.09089127390411428,0.054194017421642544,-0.015219810579004086,-0.014086938088512666,0.11815436638004223,0.04505318888092005
HALLMARK_P53_PATHWAY,0.01800670021167724,-0.0035076511237911415,0.04476126159645446,0.17716008780507606,0.07490657549508355,0.014413084920516472
HALLMARK_PANCREAS_BETA_CELLS,-0.03746769490208413,0.09422025640355544,-0.08082872173652164,-0.033551985113430445,0.007501024713994676,0.0041360589084281935
HALLMARK_PEROXISOME,-0.012104194033251067,0.041656504218782496,-0.07477256361704296,-0.052676086023924734,0.031091299626001625,0.04343316671100302
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.08199659647138617,0.0291550563767181,0.005288050137576598,-0.01715994289090953,0.16803753041098485,0.04150587246498509
HALLMARK_PROTEIN_SECRETION,0.07728893657004648,0.07720689313857537,0.0504309369387083,0.047227008152684824,0.037640273674056715,0.06542347015109778
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.07087497828494256,0.04009656016520381,0.007491784628214453,0.12757784363045122,0.03495388960070359,-0.06371068984675432
HALLMARK_SPERMATOGENESIS,-0.00989899942677145,0.06963028473489327,-0.034684699270677626,0.06812371691766297,0.08811164974544385,-0.005770291044340041
HALLMARK_TGF_BETA_SIGNALING,0.0887879137710827,-0.005580524379065471,-0.07014274450303175,0.05976213189613845,0.15648612374358295,0.04355329992697831
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.013394005005962918,0.015863196313516743,0.035625937244936,0.15454809472713335,-0.04471606646415437,-0.015987969551391104
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.07721816889434997,0.004943748692798668,0.068554663261236,0.13487485824256085,0.08030927060205723,0.06401132404946665
HALLMARK_UV_RESPONSE_DN,0.014250698082341652,0.025062786351997872,-0.044961211563510635,-0.07101561891039788,0.009909060178363962,-0.00961215694571446
HALLMARK_UV_RESPONSE_UP,0.029796316687448324,0.07882068484374552,0.0013569378821442983,0.1901476723895411,0.03460942046994623,0.07225868505705524
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.05006753362619855,0.05203098202684766,0.01645865689974843,-0.0588980942806301,0.021068398211982885,0.10001818552161673
HALLMARK_XENOBIOTIC_METABOLISM,0.03628628054824347,0.020027356349152037,0.028579318480394692,0.05372920134597701,0.09115927853198047,0.06550349340250462
