,UKF243,UKF248,UKF251,UKF259,UKF275,UKF334,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_HEDGEHOG_SIGNALING,-0.022904580186769684,0.024083911694324597,0.0523715948319264,-0.016483829080655193,0.08813532087234116,-0.04689493834553156,-0.024582260678782275,0.05990304598229113,0.04903547650172671,-0.05782313159662885
HALLMARK_HEME_METABOLISM,0.02284703786017295,0.01936155988023629,0.042683503889973974,0.015208088567000457,0.06224376668636675,0.013197440073585243,0.024528689609710257,-0.024097113990458142,0.15032897980642684,0.028836465359210126
HALLMARK_HYPOXIA,-0.02728475460959787,0.026457383242615703,0.033611781533956255,0.03772337759434854,-0.06381789588801788,0.021498945293405517,0.032631492991831434,0.07636686549797683,0.013357862834656299,0.06716360909509227
HALLMARK_IL2_STAT5_SIGNALING,-0.02037994763715034,-0.007342482322326095,-0.008954558918138322,0.025613589610958054,-0.013899702745880715,0.008908484711070962,0.08448621308011975,-0.015754079198593025,0.12865163260276236,0.06704704921269111
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.006976288521335193,0.009269907927417312,-0.03349944343406751,0.005221784563206007,0.03858594158572554,-0.006509354221633406,0.06572051893216352,-0.015010484817738328,0.12683991427041805,0.10202545797856816
HALLMARK_INFLAMMATORY_RESPONSE,-0.0021459356655649684,0.04650885957266159,0.06945245445210012,0.01816263384054838,-0.058517297087739215,0.029312373873384038,0.010932581971319832,-0.027811156726711965,0.09654373598936489,0.04969798647230536
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.014842293341969359,-0.0369740777398429,-0.03464599799558642,0.019499727103938356,0.09398196232926513,0.015086725217229327,0.029570450515922147,0.034447408144874465,0.12670057727691708,0.01096784261097884
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.020025486264798806,-0.004316308561908257,-0.036168389513155645,0.022199092075557578,0.0743361369078522,0.013006843543705165,0.05629744151240146,0.023339556792224707,0.20749361762421675,0.06740174111265615
HALLMARK_KRAS_SIGNALING_DN,-0.012068588267221634,-0.04550277092732,0.03875459785635631,-0.027421866681106806,0.02618004429731164,0.012987353822412886,0.04017236809172584,0.020889465789576497,0.10018603568065024,-0.012148622670627428
HALLMARK_KRAS_SIGNALING_UP,-0.06606554052807796,0.007268113175754757,0.041415389983576155,-0.03466818161203707,0.07628106049720741,-0.021047051108452893,0.04525499155582703,-0.01635330532991633,0.19215599812268222,-0.06191529978873285
HALLMARK_MITOTIC_SPINDLE,0.014219640051709004,-0.01514185367920893,0.0676114125703954,0.001882352652376767,0.08688669501781027,-0.019356796910568488,0.01778899839862633,-0.01673368907285913,0.11980937075271482,0.03389079159278436
HALLMARK_MTORC1_SIGNALING,-0.0079662855553808,0.02933124188748928,0.07736404594292304,0.0396536497899143,0.008735082658686997,0.04395677366814454,0.06345941967246903,0.04000415732720668,0.08000019253323169,0.019644763414306373
HALLMARK_MYC_TARGETS_V1,0.03200971461492201,0.0018642364167602112,0.07530163238528725,0.006056578640443553,0.043168884719944546,0.054758537749360056,0.044782823421020426,0.03423949967347466,0.0878470604727293,0.05825701653454393
HALLMARK_MYC_TARGETS_V2,0.08833427280176392,-0.016644386570237115,-0.011382446528833433,-0.02011390522425563,0.02688125758658129,0.008731295654914893,0.03119083179779539,-0.030296496874503236,0.06826255019711847,0.06755426196373385
HALLMARK_MYOGENESIS,0.028678792932156173,-0.03181526711350122,-0.0021143286222862438,-0.05655717798585221,0.09285700615599099,-0.03607818991159286,0.013261332816324196,-0.018271886331144113,0.1864376087838347,-0.020113539632808642
HALLMARK_NOTCH_SIGNALING,0.028159290687493285,0.012351093558266319,-0.006175710974491647,-0.019211285362683423,0.03530185868825958,0.06192923891113181,0.018444392080214433,0.0028526173278932195,0.09325775037328954,0.09119314901612599
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.010787124577070917,-0.00692006532846343,0.06032327422946828,-0.007293238622642426,-0.0021520646090856578,0.006120194435268975,0.042619557063540946,0.0017495027395103336,0.08181826760859116,0.025784503541350277
HALLMARK_P53_PATHWAY,0.017739505850984678,0.0539364113415802,-0.009760235348463429,0.014768767028242967,0.08127408007922364,0.0009454081414304186,0.060682802786271986,-0.0059161693601246694,0.07618490921227071,0.0784177363581195
HALLMARK_PANCREAS_BETA_CELLS,0.007642276699964104,0.013771502325393663,0.0040896766175580156,-0.07018167100327835,0.027223754191593192,-0.04188017382400954,0.022190403189857377,0.019921923502629404,0.09358924672767586,-0.0076788518045719425
HALLMARK_PEROXISOME,-0.01715671665480045,-0.014008287566149679,0.01140607256509459,-0.06216254711053357,-0.0039202665135897275,0.027645028445528356,0.008367695364220681,-0.019608048864111622,0.10376604157151502,0.020055226350680598
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.03423161543907188,0.03946538934626584,0.0779931120700908,-0.04041054006587163,-0.02981800821276997,-0.02474558020697694,0.06019584158677732,0.00939283353110147,0.13995541677292236,-0.003810292877712233
HALLMARK_PROTEIN_SECRETION,0.00755103524262497,0.00761707307756344,0.009775908532247262,-0.0023688061817803176,0.06992413155425713,0.021660194035385664,0.026844736134993365,0.029492113756377725,0.12435811272348571,0.03817134991709209
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.03661153948571234,0.03142722864206349,-0.08244259425162515,0.02434553541095201,0.0402622686099067,-0.031186992555792804,0.08661585413651804,-0.004118492299884561,0.11635663373841573,0.032303855133225166
HALLMARK_SPERMATOGENESIS,-0.0027264790536776257,0.019443601547168638,-0.045728684934323735,-0.024248199227853855,0.02653658524435589,0.03012799766916606,0.016605818682807496,0.011191122773324274,0.09851748093381929,-0.08379499447984222
HALLMARK_TGF_BETA_SIGNALING,-0.0054130619874955726,-0.0003077434844355355,0.06470183431172738,-0.03485163073208947,0.09254261004460082,0.04640221911777344,0.027447965681410176,0.003367066257586752,0.16245741356465965,0.04561544547300552
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.014080195786901438,0.023446985913645302,0.014204430291843477,-0.0029418373788272973,0.025569230388415527,0.010104814437930288,0.019340590811976997,0.03833777262944273,0.03252858316680523,0.09029476383365544
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.02552625486377398,0.025328563433108745,0.05291355245363105,0.05381093330596105,0.015408180535942138,0.03267213356034926,0.04313516131358058,0.06007249635462551,0.12912156300419866,0.045623391727383555
HALLMARK_UV_RESPONSE_DN,-0.0036311313777805804,-0.06065685739947674,-0.0009502710820041954,-0.03445957728367987,0.03181510295170087,-0.05274656135682748,0.007197000614972737,0.007961501373826271,0.16453783830565666,0.034266252112146525
HALLMARK_UV_RESPONSE_UP,-0.017650802436992026,-0.013181879694164213,0.03067132928181082,-0.021570640084072362,0.07585180393942782,-0.02092720944800964,0.018779168299434483,0.034677900663143524,0.08193803632679372,-0.03322906587024815
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.016394346880572338,-0.015290333540145475,0.09831114818857357,-0.0037066828483320706,-0.009976212223220792,0.0012899293306294689,0.010592310746110159,0.017186959816177398,0.10773587700891155,0.010599586510358716
HALLMARK_XENOBIOTIC_METABOLISM,0.016756730631130003,-0.007934537434126093,0.041032574250223525,0.04766339442149978,0.0656199988626867,-0.006726340318984924,0.0624879534699022,-0.0040872390092516475,0.13800534233206388,0.04207711731899747
