,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.055484641868415854,0.06842556938054783,0.11125458311869903,-0.012391622823506324,0.08946225736683912,-0.026812743023707414,0.05591395771944553,0.03005761024234478
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.017857863032179358,-0.023906348476301485,0.08616855310213348,0.10211228721377856,0.09011866382931213,0.0035632755163105966,0.06895250099818505,0.07174453490563026
HALLMARK_KRAS_SIGNALING_DN,0.04609937671649532,0.032807782965269504,0.049449461748573606,0.0711008853764566,-0.003748278305556157,-0.013368828326114414,0.0030414797212235233,0.03390499013676187
HALLMARK_KRAS_SIGNALING_UP,0.06151620410939217,0.014009436043587167,0.0736612646016397,0.08511012698028303,0.0791690648562666,0.024301866783769287,0.0317106745055794,-0.013493213516462618
HALLMARK_MITOTIC_SPINDLE,0.09439454138363114,0.03334050546891906,0.12668765535237125,0.07417954952970995,0.09453512965320099,0.004561741270410017,0.06695816438354195,0.03602727246252432
HALLMARK_MTORC1_SIGNALING,0.06388614201646246,-0.08652992504042925,0.0034690652118938687,0.04316410192598647,0.020925373001129993,0.1547169358601236,0.04789028258263511,0.01366671542504671
HALLMARK_MYC_TARGETS_V1,-0.028545952108149156,0.0555100612118926,0.094417168159973,0.08861979786653042,0.08418699870972501,0.08151448842548119,0.05014657045939615,0.06187753620701031
HALLMARK_MYC_TARGETS_V2,0.036915619264159996,0.01150751367857347,0.09450092553848254,-0.0057899727172485965,0.04063326974155274,-0.006310406639500457,0.010950000544948397,0.05025482782138207
HALLMARK_MYOGENESIS,-0.05026247192493941,0.040645344508593986,0.11121535285336645,0.05043920131684936,0.10034477656294105,-0.04743097421453948,0.05752621603377242,0.07783061291792011
HALLMARK_NOTCH_SIGNALING,0.008058708233808984,0.06468320437028625,0.09531671008836119,0.05142581090211625,0.11828620792769742,-0.002647595713341026,0.06996670478812732,0.014154864041985456
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.004758667809439056,0.0931983835460424,0.06753939926971066,0.05919911271060643,0.07567593216233591,0.019741923334268087,0.03408254287719166,0.08815659396436339
HALLMARK_P53_PATHWAY,0.1444985165982245,0.058098364408926496,0.028118854864579504,0.11183149926959228,0.03364821297348037,0.08969166080341015,0.04107538225396189,0.016651471749831052
HALLMARK_PANCREAS_BETA_CELLS,0.03370263356801003,0.06256588155737206,0.06901807204161432,0.08543414791608483,0.0499334804537328,0.007693066832312342,-0.0034356126181203416,0.06056565237925939
HALLMARK_PEROXISOME,0.04616223270076951,0.05683084927958801,0.06154028830881786,0.02905733038010738,0.05132907510275201,0.0030970520455356064,0.014896757437425799,-0.01325409996658638
HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.04474062230643918,0.05076184505892979,0.08027486900825985,0.0169225238171776,0.07371599754838341,-0.0021064107351087755,0.03154762098911076,0.026719792490652903
HALLMARK_PROTEIN_SECRETION,0.06473425230427556,0.032298192471692015,0.07270286949949245,0.09019102069681706,0.07731046496947538,0.040998495866828015,0.04248498297778258,0.07903532940299818
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.1555925573226301,0.06770130475200749,0.05057409171761192,-0.035939109352006414,-0.04350982619900005,0.11520629204662149,-0.022982392148807745,-0.03985600588745564
HALLMARK_SPERMATOGENESIS,0.0325406888587145,0.0416424203136948,0.08805893060419978,0.054215310644764904,0.055179348970167776,0.018197770867220676,0.04578453117320785,0.06708471238152007
HALLMARK_TGF_BETA_SIGNALING,-0.01900091449620175,0.04688185757458785,0.10287233540131131,0.08955436990528173,0.11371994218265939,-0.007029527268086268,0.035833573228580246,-0.0003475522427412934
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.0408603385272391,-0.07104404790546519,0.008897396495719922,0.08740864150303511,0.009699358546377476,0.1552344077242175,0.014913918961036813,-0.07152204862199334
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,-0.017831416538795948,0.03570096292468985,0.08623767027934909,0.15013910141720907,0.09206526134687051,0.10795858313362677,0.03794165684971244,0.1045660604658418
HALLMARK_UV_RESPONSE_DN,0.005738970064179326,0.07742170940439491,0.07670217779540783,0.0948321800631698,0.05309413241338665,0.0012371748231154302,0.05345904737740651,0.05848819137988117
HALLMARK_UV_RESPONSE_UP,0.08811993870346059,0.02168637038127399,0.08940672333566407,0.06692119286880537,-0.02905624085058779,0.08978657845445265,0.012022535017065959,0.02587142798592103
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.0044875406272717865,0.07371295796189589,0.07448291362985696,0.05036154507842017,0.06889880762950766,0.039626691108932036,0.027497905836203842,-0.018279747276396523
HALLMARK_XENOBIOTIC_METABOLISM,0.017692238323616646,0.033410512092010264,0.07135252787383642,0.08492683128581413,0.03754009001561048,0.029239119470948653,0.023191707242555617,0.12911565817839052
