,UKF269,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.08001470643600885,0.03880931197779452,0.08205348552258442,0.06534166035690611,-0.06184704076995515,0.07742909260216593,0.09149101934370386
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.06681488210309541,0.09916565384670707,0.1388709990111657,0.18556294975318613,-0.036498741925007606,0.03891420829605278,0.08336799012375966
HALLMARK_FATTY_ACID_METABOLISM,0.06785276827468281,0.06567902431145302,0.04981630827750282,0.005388120555805947,0.003090401254993353,-0.024999759741815727,0.05627906714077526
HALLMARK_G2M_CHECKPOINT,0.14688437166539323,0.07116585202388785,0.10242535278343794,0.05985548816767468,-0.03982921254460792,0.0252149161437168,0.013753945579298925
HALLMARK_GLYCOLYSIS,0.10684845048869034,0.08742649383344242,0.10350825119948,0.1468721695742279,0.001949094542052509,0.02656352278589723,0.06634815253984264
HALLMARK_HEDGEHOG_SIGNALING,-0.022619163832015936,-0.04419605328021939,0.08204224188127368,0.026069385976017368,-0.09022578590519481,0.015192860677495755,0.07068751653510519
HALLMARK_HEME_METABOLISM,0.09468558287989659,0.12680236652656426,0.14397575473322463,0.192045952100118,-0.06743031846847634,0.07344842514242426,0.08860866755382868
HALLMARK_HYPOXIA,-0.020290820584570286,0.05340214341035159,-0.01294710616594028,-0.09056062091158236,-0.05980751636864296,-0.05085773848245206,-0.021834846133718555
HALLMARK_IL2_STAT5_SIGNALING,0.10606476616422951,0.12512554926203537,0.13944383742713437,0.1604600837560879,-0.022724687758761648,0.047009041256514734,0.0601604647399312
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.08540261164188194,0.041487761434268015,0.03168436204348348,0.013185723917365904,-0.043801594418089264,-0.03832212965333349,0.0730612973794402
HALLMARK_INFLAMMATORY_RESPONSE,0.028110624411223393,0.06812284192218061,0.032307541501490206,-0.04242429022115964,-0.06696471825041685,0.05245191056209143,0.08514227979896548
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.0839904770023558,0.1099892645509236,0.1456268123889972,0.17408274967345286,0.10288068499540735,0.04961995987649537,0.09954519270373571
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.05918771677976742,0.1320513768333902,0.008526746464505117,0.014112926141721082,-0.11011604297025841,0.10444859612158525,0.11370346321990607
HALLMARK_KRAS_SIGNALING_DN,0.002847243592224412,0.10949287508953248,0.13128504146517486,0.21630750825616354,-0.06658556219636985,0.05968130662036122,0.07582000753618623
HALLMARK_KRAS_SIGNALING_UP,-0.005373920074414005,0.13838557963973425,0.13419646790342374,0.0795945243366257,-0.0024532881896121186,0.04698682411342069,0.11214142090200864
HALLMARK_MITOTIC_SPINDLE,0.12892852122087037,0.11314279902655733,0.15666489338080317,0.17024134621581283,-0.0034340475153494554,0.04278955994016871,0.07006219173154953
HALLMARK_MTORC1_SIGNALING,0.12212200780778011,0.1408683273792443,0.02065686079895173,-0.05112000453628737,-0.009153069165322504,-0.027175243702224874,0.01245214613226539
HALLMARK_MYC_TARGETS_V1,0.1276309650659596,0.15152918346406505,0.15032004956236417,0.21834102017697127,-0.02049155645148229,0.054247737804902184,0.04239182987878752
HALLMARK_MYC_TARGETS_V2,0.03778880349678759,0.0656452201850897,0.059917336882615434,0.1090068081733709,-0.06234321184634309,-0.0077308831390242375,0.04230538541545004
HALLMARK_MYOGENESIS,-0.06527237922686409,-0.008596492015945274,0.12470505999734133,0.17198038950897018,-0.043779260450018835,0.07823909866017605,0.056685203078904546
HALLMARK_NOTCH_SIGNALING,0.1363718418350894,0.0899777957914252,0.1201727937213088,0.21269895325547203,-0.015238873940597718,0.08224081409150519,0.0060823114080399985
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.031021354014492634,0.11737924598170574,0.14461557409945425,0.24497525428904152,0.028897486890330677,0.11058844932939402,0.03703289008635853
HALLMARK_P53_PATHWAY,0.11664411987531614,0.1326782044604401,0.14237308473895957,0.23036799769601765,-0.03266895261736349,0.08582541508849824,0.0608114778997905
HALLMARK_PANCREAS_BETA_CELLS,-0.037436454710788276,0.08684329382319622,0.10265233645223013,0.20160647700814335,-0.04084972326266998,0.0801705728735026,0.05088951346664357
HALLMARK_PEROXISOME,0.0646629262752953,0.1337608743846353,0.11489433608261908,0.15363628502020885,-0.07613754955477389,0.08076522061676922,0.1298762537231913
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.018669708162294334,0.0540550538194269,0.1374050677819023,0.18907502792900796,-0.0003714245729776457,0.08542458059819939,0.07933835112603693
HALLMARK_PROTEIN_SECRETION,0.09373297113896886,0.14369584324991547,0.14715093010040323,0.18556085137993084,-0.061772777607147486,0.08154368500432449,0.08258117973111964
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.12340324639298804,0.10458263371229835,0.12870101692447206,0.2394105535665736,0.11214541120591266,0.11120963322760298,0.11369202207020128
HALLMARK_SPERMATOGENESIS,0.05065453013550884,0.06352054877860501,0.14935621160473603,0.2137220655381951,0.03494804737167865,0.06828441862500068,0.05461400074253033
HALLMARK_TGF_BETA_SIGNALING,0.10240956135105976,0.14001084581368847,0.10242037996176058,0.16807803036549243,-0.05690954166524583,0.053272448778557954,0.0357722381799923
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.054456731475480906,0.13160900444165544,-0.018228157672676527,0.004308645350276997,-0.0772774743894268,-0.03928421742574249,0.04466386628432316
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.13621370686410864,0.10364051651058585,0.1378956195110566,0.18232427829777179,-0.07959265472005282,0.08556473310957027,0.048895648844424516
HALLMARK_UV_RESPONSE_DN,-0.009848924691237985,0.056260318273409715,0.14464427049360953,0.1211042365172352,-0.050299848278015466,0.08247815783031881,0.07816672485732842
HALLMARK_UV_RESPONSE_UP,-0.010452438677016888,0.10093194976860569,0.12858131172281118,0.15974899854781324,0.029922095261371573,0.02315307738442798,0.038128486144017815
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.1649263825685997,0.006554451121642632,0.08219769309549685,0.16453246256396178,0.0523547140873577,-0.02421930507052806,0.07409208347340385
HALLMARK_XENOBIOTIC_METABOLISM,0.016259022653499502,0.11657319422906486,0.12977635503438678,0.1834322008615108,-0.04556122129145377,0.09686128743586603,0.09114026223195051
