,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_IL2_STAT5_SIGNALING,0.043350564051385036,-0.012572771114378689,-0.0536078863217944,0.027053621342761586,0.041937532180005226
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.044843282086355095,0.013802410512644596,-0.010677236212323579,0.0549311093958639,0.05091732440683571
HALLMARK_INFLAMMATORY_RESPONSE,0.0006994330908536332,0.0023488181158282163,0.0057524006839978084,0.0562674854622747,0.02337032247295948
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.042179596473369003,-0.03364984181777986,-0.008456615490932011,-0.0016643231478383135,-0.02431739580310006
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.0016561191612827861,0.02408402053877001,0.01863086923342922,0.004335447508398292,0.010292256552457225
HALLMARK_KRAS_SIGNALING_DN,-0.014885723006984543,-0.025832022134195522,0.006213569687702286,0.008030818592720198,-0.028058035536844547
HALLMARK_KRAS_SIGNALING_UP,0.03588577384854742,-0.00893530693974278,-0.0085485530587278,0.017679592892744816,0.007026080464584779
HALLMARK_MITOTIC_SPINDLE,0.011813230544280255,0.0141830335304672,0.008092252067123329,0.03545756349153877,0.014444377921172874
HALLMARK_MTORC1_SIGNALING,0.005605475698562152,-0.009269358779818559,-0.03657513960046682,0.04607367666996055,0.16206549609717272
HALLMARK_MYC_TARGETS_V1,0.015980448538410665,-0.005017729094955023,0.011724619537549021,0.004527802765029271,0.029100130043837612
HALLMARK_MYC_TARGETS_V2,0.0012145370505285517,-0.020172038661239986,0.02695110136945122,-0.004124133072983238,-0.036805836706354296
HALLMARK_MYOGENESIS,0.002028425830876811,-0.028881883225597597,0.007396457894616639,0.04370502555723144,-0.028661729588831942
HALLMARK_NOTCH_SIGNALING,0.039606569350578796,0.0038017422065917375,-0.016941221276771314,-0.0001403628199466468,0.04515581635040714
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.017822650563048253,-0.03352601446647011,0.013956669706827839,-0.019600818796621542,-0.05116225054673778
HALLMARK_P53_PATHWAY,0.008192321264434452,-0.011985822220050181,0.01050852287380732,0.0058679728066565835,0.09165972369590142
HALLMARK_PANCREAS_BETA_CELLS,0.0035699262116130038,0.017537811481283014,0.02541062808148361,-0.036046868753847786,-0.05841413550664841
HALLMARK_PEROXISOME,0.01090017636392672,0.04274139676800542,-0.04306408972695562,-0.00834294258671979,0.032477629125206
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.025779341499846366,-0.001291548653725475,-0.01254773190303156,0.03233947212308065,-0.036292226623593306
HALLMARK_PROTEIN_SECRETION,0.021761476653391974,-0.00801269725424701,-0.00692135726621348,0.030921128006585433,0.07266736471813912
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.02006588341712384,0.012668014536041248,0.04671715322081603,-0.02240152666596318,-0.10382809405883477
HALLMARK_SPERMATOGENESIS,0.01845570760922109,-0.012612057810260787,-0.0004753702127778889,0.005421016496056991,-0.023863390962202996
HALLMARK_TGF_BETA_SIGNALING,0.02002430929316069,-0.012832545992527969,0.02358413351860509,0.04375331137997068,0.04586461923771475
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.04837424161736664,-0.009317621418969248,-0.03069832417819571,0.015127313736112586,0.07553877994788384
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.010782509190137188,0.014936149353545746,0.007381830618284317,0.03534834407341648,0.05889620064596915
HALLMARK_UV_RESPONSE_DN,-0.00036263798772309176,-0.00685707549978297,0.02960611857733272,0.078295811908208,0.04253940990154481
HALLMARK_UV_RESPONSE_UP,-0.007727747342292425,-0.023810540108374433,-0.020625246691002994,-0.012163960573959591,0.04585336752216445
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.0483078253032903,0.0015188144687955998,0.013758659983588786,0.012214225396929257,0.055512151234767576
HALLMARK_XENOBIOTIC_METABOLISM,-0.00844383988208402,-0.020899473149589124,-0.0032515733437778736,0.006492197617175585,-0.0005520641063853217
