,UKF251,UKF269,UKF275,ZH8811Abulk,ZH8812bulk,ZH881T1
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.00870985550065091,0.0939853632529748,0.09020514173742625,0.08097374530234243,0.08641884664646515,-0.016350170595641686
HALLMARK_INFLAMMATORY_RESPONSE,0.04413260018876351,0.08595428931528495,-0.0011382576317152178,-0.009715615312262968,0.0027559548150529146,-0.05171986767595063
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.014163873139349923,0.1199636197092987,0.097015460284266,0.03610474828123334,-0.05674545302921702,-0.0006260113580624415
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.04515940317532859,0.11340859192406233,0.036134627574245966,0.03003922399649552,0.04294870536743859,0.0209344835308374
HALLMARK_KRAS_SIGNALING_DN,0.044735580564316965,-0.03214551053221169,-0.023300123024275265,0.046143497168313154,0.026729908950169308,0.0849871973528023
HALLMARK_KRAS_SIGNALING_UP,0.07903896547274081,-0.045978042124314125,0.05906418298836585,0.05929964350309189,0.02577881631119334,0.03875124727074278
HALLMARK_MITOTIC_SPINDLE,0.056054354196528156,0.09817421484328737,0.06938776062074885,0.04773253303216699,0.05743789269742983,0.012421891273216292
HALLMARK_MTORC1_SIGNALING,0.032346797377071995,0.084893402967283,0.007506590548327547,-0.023788447670991985,0.06656157146546877,0.00848021730378818
HALLMARK_MYC_TARGETS_V1,0.037974791485972534,0.093884470113639,0.07010540553888943,0.06112105283007144,0.03345183765680539,0.037571855470860775
HALLMARK_MYC_TARGETS_V2,0.010902509233352248,0.01076625573220343,0.08147201398237958,0.036342474834014545,0.001515142756324586,0.05496162299178619
HALLMARK_MYOGENESIS,0.05078435019154086,-0.024853008390322607,0.057286216150469214,0.05696887891072099,-0.010409693644312252,0.054856663802248566
HALLMARK_NOTCH_SIGNALING,0.05664071392596715,0.12040940329188077,0.017372292206028574,0.055356802744070774,0.006673733292274406,0.004076183273373012
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.024146331982715867,-0.03526282206331259,0.029665819947833752,0.05835496217686354,-0.000950023632428772,0.07743307658000016
HALLMARK_P53_PATHWAY,-0.04130385928704382,0.09361894922505268,0.08166132668701552,0.031239098915868267,0.03890353176404796,0.04274364698043322
HALLMARK_PANCREAS_BETA_CELLS,0.04614335593785151,-0.04647136715085406,0.01131834651184262,0.04125460734308107,0.0036842937739749613,0.006029152948660407
HALLMARK_PEROXISOME,0.0648112943133436,0.040932964710058826,0.06377482201246905,0.018605927423153177,-0.03620722067765864,0.04442962531691815
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.024661881204824983,0.03795958873682657,0.018580353364454957,0.052842978942841234,0.02081589747946027,0.052970205891511496
HALLMARK_PROTEIN_SECRETION,0.058587436668661536,0.07542916614324198,0.05492199859032291,0.0523143441036138,0.024651934246747553,0.03142444871538474
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.05163070066971509,-0.06024250153590248,0.10913575634583246,0.04637470304852689,-0.05010530953859556,0.06765608992990277
HALLMARK_SPERMATOGENESIS,0.07325426561711264,0.040215089856458774,0.07335119095405913,0.03993990231229082,0.02372486317931171,0.059196477415673986
HALLMARK_TGF_BETA_SIGNALING,0.016964916571458724,0.092445169169369,0.009474482990675902,0.04832619445570555,0.03537487477758193,0.03813002000098052
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.0020590067941887646,-0.08955020546080393,0.09609108163903349,-0.029925855031693573,-0.0008773622629913619,-0.02485845757391152
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.029983259872760154,0.07475517935392521,0.07691373556632687,0.07592977600275762,-0.011235209089764749,0.03450699538765144
HALLMARK_UV_RESPONSE_DN,0.04349074580550183,-0.04822339549494124,-0.027454693237056894,0.0338217611816206,-0.009667417760990903,0.0354777211806115
HALLMARK_UV_RESPONSE_UP,0.03940391042199021,-0.08556320190980762,0.05328523653613759,0.03689561112265391,0.034352572007707916,0.0377358922158087
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.005968074233720093,0.08889561388933047,0.009796838958399385,-0.04331678116238042,0.07489111199476166,0.027100174386259706
HALLMARK_XENOBIOTIC_METABOLISM,-0.007625548108616897,0.04521480170177697,0.053833529377488726,0.041251645018435826,0.030145972200536792,0.0376711796525734
