,UKF259,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH916T1,ZH916bulk
HALLMARK_HEDGEHOG_SIGNALING,-0.045094948409890624,0.12085413708396282,-0.09428829752242103,0.11213091729402595,0.12667419690515103,0.06355582048120853
HALLMARK_HEME_METABOLISM,-0.007754653975348264,0.1835712959537193,0.048801369838377545,0.12512024259828933,0.07256151370512588,0.05184186738242142
HALLMARK_HYPOXIA,0.015267346108502007,-0.11057207863695795,0.01037327916471106,0.015956350450428657,0.0842944895195618,0.03814356509261077
HALLMARK_IL2_STAT5_SIGNALING,0.05159308547147368,0.08820855320316892,0.028880218172226427,0.1215667024447769,0.09977284188688526,0.06620217682240542
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.001799478915676028,-0.011716691753015943,0.06878159065396858,0.023875810262493333,0.07930670143686186,0.08408093446295656
HALLMARK_INFLAMMATORY_RESPONSE,-0.01662708180967492,0.06753699550423606,0.02484436641074252,-0.02405629365113075,0.0057089891800963365,0.10372633472232301
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.06152586255658046,0.20342102556193045,0.06593369166698147,0.09328391538604706,-0.020527611452688187,0.008753769392077036
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.09372323255586301,0.15731531121762843,0.011072504697283214,0.009641879627721938,0.044597460619139946,0.010974803025411295
HALLMARK_KRAS_SIGNALING_DN,-0.026142209822508033,0.23949522670892642,0.08882532921828407,0.1149402122007146,0.037088400653567076,0.06338133954180229
HALLMARK_KRAS_SIGNALING_UP,0.005343111914593637,0.029528225939246287,0.05547373846852864,0.09875897570554355,0.01692217637245903,0.041875712699347714
HALLMARK_MITOTIC_SPINDLE,-0.0004501076826667122,0.19032249046063257,0.07462451647447799,0.09962459524055696,0.03858156568413561,0.06256370703123958
HALLMARK_MTORC1_SIGNALING,0.037397119664991894,0.003052073440269173,-0.005546607862870102,-0.004859794608793606,0.10870172334334595,0.04949807340696609
HALLMARK_MYC_TARGETS_V1,0.06764222178030996,0.1744453713223852,0.09640700921874101,0.08514606948772754,0.09556684757880403,0.03685566932220586
HALLMARK_MYC_TARGETS_V2,0.026698877022537933,0.07135581675200264,0.044830980246497384,0.00915055293794185,0.02955608020730995,0.005545451384666825
HALLMARK_MYOGENESIS,0.017645905982472898,0.23228178521402598,0.006732233224496193,0.08619589349759818,0.017069666059552423,0.018309865001161933
HALLMARK_NOTCH_SIGNALING,0.001631016258330999,0.2415685234140535,-0.0019644837674830896,0.13079039556436192,0.05597068476454384,-0.012847747881404912
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.07245339024091606,0.18420084917419174,0.11714172425735275,0.12071069118595654,0.08605328237447218,-0.007337772287485642
HALLMARK_P53_PATHWAY,0.04044976382407545,0.1145265096483042,0.05452848477287778,0.12928058006752632,0.06580463852411088,0.043004200617644935
HALLMARK_PANCREAS_BETA_CELLS,0.011312795510488848,0.2336078939003708,0.04242455318188297,0.12258544986650104,0.0720541932660583,0.03585113906107739
HALLMARK_PEROXISOME,0.042589897950132176,0.18454879460543772,0.041701817833224505,0.08977171734052257,0.08350905119914143,0.07468628868271149
HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.007054607334373483,0.18831088939853044,0.07107509400297042,0.09489255792531011,0.08245065894522853,0.030512163376592006
HALLMARK_PROTEIN_SECRETION,0.0011568654789298116,0.16793422133176228,0.12153850177932969,0.11601799789211743,0.09407312560240892,0.08673198905702463
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.08690290299405783,-0.010532429877358116,0.030323007925603693,0.11344565167487577,0.11238814440417509,0.04519182887675113
HALLMARK_SPERMATOGENESIS,0.01934877411366599,0.15164498674973587,0.04118318775504973,0.12903736038417107,0.05234857664444922,0.056520030387802386
HALLMARK_TGF_BETA_SIGNALING,0.015085813577822427,0.213987063920996,0.09127727340802799,0.05226954630853399,-0.0038060028824256323,0.03871313724592049
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.04944763978015211,-0.02965060498322464,-0.016656675236231072,0.05043036773527052,0.09807065559239007,0.02409501260162045
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.03610468697374054,0.17250086452768934,0.08767706030627882,0.09903831578669782,0.09109859067796144,0.04287866455227794
HALLMARK_UV_RESPONSE_DN,-0.028182429944076732,0.19398902551230812,0.028983655470821726,0.08401848811840315,0.04598256133319618,0.06284537184123214
HALLMARK_UV_RESPONSE_UP,0.05494378369625436,0.11342310444235817,0.056711303436370486,0.11936231054254552,0.09283584268552518,0.05510139975890186
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.032854658422656544,0.060220325767376834,0.042615342115435564,0.09027254853118281,-0.009096054383068286,0.055555696922122526
HALLMARK_XENOBIOTIC_METABOLISM,0.052933822382780556,0.19955092760720824,0.04417470873880474,0.08559623526451049,0.05313547379275971,0.0007890021766316969
