,UKF248,UKF313,ZH1007inf,ZH1019inf,ZH916T1
HALLMARK_IL2_STAT5_SIGNALING,0.07646196415874162,-0.06901003400712025,0.11811824440914129,0.07943503478952797,0.15737024491217397
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.09063310545562087,0.12001877538689525,0.09968489127812785,0.12117198343412226,0.11860230082292154
HALLMARK_INFLAMMATORY_RESPONSE,0.09083160176252295,-0.10692120477719919,-0.04976138514631617,-0.0009445759166477307,-0.0036976105051079733
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.13464833954453986,0.026903711707256892,0.1274246858417759,0.07495822635361123,0.1579727972439139
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.07537432298958553,0.04578227301310529,0.14445574912490475,0.16111102844379585,0.05547774400980502
HALLMARK_KRAS_SIGNALING_DN,0.0001947693411872104,0.04402298152487921,0.030450651687474944,-0.002319346781983314,0.04085487583574199
HALLMARK_KRAS_SIGNALING_UP,0.08899333245446761,0.002808744204699511,0.212400910479108,0.1390584999385564,0.21556509666915508
HALLMARK_MITOTIC_SPINDLE,0.15719919966470408,0.05101330314171606,0.09045956186246965,0.04138291623195347,0.1880896467027213
HALLMARK_MTORC1_SIGNALING,-0.08252420331803316,0.03495895388392786,0.15788557796969804,0.06349472768117229,0.08411428661046584
HALLMARK_MYC_TARGETS_V1,0.07254968398036367,0.09834787733246639,0.176621255952934,0.11024498329377849,0.14319982918999105
HALLMARK_MYC_TARGETS_V2,0.0516708348707684,-0.03190473197938646,0.05053220692873547,-0.07486653156513241,0.10573974106242774
HALLMARK_MYOGENESIS,0.20959500826611188,0.1051537197110514,0.13724420554346,0.03262411861601131,0.2166466691601327
HALLMARK_NOTCH_SIGNALING,0.11630430458260925,0.03575183721661962,0.18094270894061085,0.07674873475918209,0.16993433350060272
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.029080967686478967,0.07550345804358848,0.17181448337440108,0.10095853568526005,0.12454961858236015
HALLMARK_P53_PATHWAY,-0.013390276908194247,-0.004935385614254392,0.12514651630922338,0.1156705761903742,0.07615301703263999
HALLMARK_PANCREAS_BETA_CELLS,0.03158709591099522,0.11309270704251,0.16992802034974827,0.07382293375457022,0.05224250667992865
HALLMARK_PEROXISOME,0.03111339710452981,0.029973762993401393,0.004298685719135371,0.07181163574315998,0.07852116780817521
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.1603859855410639,0.02007784165672968,0.22745256102907177,0.10343208473163912,0.20441363424104936
HALLMARK_PROTEIN_SECRETION,0.048394544879757466,0.10610484949246439,0.17995392678987998,0.11885001009678132,0.14308711423485154
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.043111304186115196,0.06599475963142093,0.02082805114722119,-0.030346070064665307,0.05802613403740977
HALLMARK_SPERMATOGENESIS,0.052670560481371385,0.10700411496964712,0.134508211036573,0.026500989823535832,0.08335390328802561
HALLMARK_TGF_BETA_SIGNALING,0.17962941330087526,0.07650209530340663,0.16351966864738182,0.07904566877340201,0.25727771793919846
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.05529950776199429,0.055501250380508176,0.04813972445436031,0.11799559239588157,-0.1064240215500332
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.07224006520552162,0.0671895236543114,0.1836538430071668,0.15070432848262136,0.18410943818291067
HALLMARK_UV_RESPONSE_DN,0.15487090594370953,0.017155568643832803,0.22657789860430605,0.06291217738309518,0.12711594257910228
HALLMARK_UV_RESPONSE_UP,0.01723779231330418,0.04750710043336716,0.07847083349080307,0.01931474950374908,0.06307891535233127
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.11048750506769285,-0.018909864330890952,0.10709090017961276,-0.03642601586487799,0.202536026179478
HALLMARK_XENOBIOTIC_METABOLISM,0.03912002160725993,0.05425740319115069,0.18381939679439716,-0.016450903414416983,0.04334411259202467
