,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH916T1
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.003743516774533043,0.0485944365154011,0.2009966299961753,0.10121208945289609,0.10934131848600141
HALLMARK_P53_PATHWAY,0.06413528510340709,0.005120568488245515,0.19541711719394153,0.09424202201368483,0.09173544200026906
HALLMARK_PANCREAS_BETA_CELLS,0.036494344467319674,0.07909208691456916,0.1543758909440286,0.10187437366340323,0.09579341364893332
HALLMARK_PEROXISOME,0.06101221655625765,0.05483182037037671,0.1839575930524284,0.058498043542166145,0.09547132037327268
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.07287839098030102,0.10003917691675203,0.16157722442866143,0.0797283753601698,0.10974610831638118
HALLMARK_PROTEIN_SECRETION,0.0764558382648686,0.12007712218000104,0.15919172339550372,0.07271097541438205,0.08929641577065438
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.028594045294587825,-0.031339738993461035,0.19392186630867217,0.08495469086101222,0.07986005651503914
HALLMARK_SPERMATOGENESIS,-0.029444023548779116,0.01566640044916107,0.1427355455938618,0.09277549330429502,0.07442404012848695
HALLMARK_TGF_BETA_SIGNALING,0.08474741947104147,0.14143550318851994,0.13468972844500635,0.052659418331543084,0.10200941808318577
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.048896177890836834,0.11397728333677119,0.08638014624074686,0.0502822565295724,-0.014566917601415175
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.05779050887680159,0.1331224119959813,0.14651714885142625,0.07751649642582716,0.08680848824791028
HALLMARK_UV_RESPONSE_DN,0.09619745803437246,0.008943567885095163,0.08153767455452644,0.07196922087902846,0.07058593364670396
HALLMARK_UV_RESPONSE_UP,0.05855868133257659,0.09751073162754677,0.13874129787216294,0.06841148721308105,0.07218586034618531
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.08722237232271274,0.05713955431893301,0.15390309706343994,0.03547006740105936,0.06241726671211766
HALLMARK_XENOBIOTIC_METABOLISM,0.04250292295625507,0.07434966277394638,0.19093072728157034,0.08207966280317242,0.09084782912434225
