,UKF248,UKF269,UKF313,ZH1019T1,ZH8811Bbulk
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.07864823278720083,0.08768085516028795,-0.06055330558063088,0.028434485654370158,-0.03884835466613062
HALLMARK_INFLAMMATORY_RESPONSE,0.06255825764701099,0.05330378079365807,0.03585530077509571,-0.043087206465584546,-0.0034490715830328192
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.06661760522240935,0.0968368934385761,0.11158282417891222,0.03629946700670277,0.061738163094870506
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.055657288903248586,0.05932479348438018,0.013331997219419106,0.08125864344079167,-0.04524768901416506
HALLMARK_KRAS_SIGNALING_DN,0.034681670432243836,0.004558811239294926,0.02851960390548382,0.006776308179957423,0.10834408952233938
HALLMARK_KRAS_SIGNALING_UP,0.07463267351783895,0.01590932085549862,0.06799316219719044,0.0029363716452218487,0.012294757403883954
HALLMARK_MITOTIC_SPINDLE,0.1219166113325663,0.0848070109199154,0.13825103590483467,0.046249008160242196,0.07523181242621677
HALLMARK_MTORC1_SIGNALING,0.0006150707224660524,0.07544496989149403,-0.013707770411901334,-0.0019182470392197105,-0.018357184744018075
HALLMARK_MYC_TARGETS_V1,0.053286164769011136,0.08121728555549369,0.10617982588623262,-0.0447686212267082,0.127740847415844
HALLMARK_MYC_TARGETS_V2,0.0745676043167817,0.04889051860846054,0.05508519130451354,0.0020342156935170977,0.06556272310552644
HALLMARK_MYOGENESIS,0.092571619303219,0.0018932634277272176,0.09135392007099787,0.083569969603583,0.061511132246501114
HALLMARK_NOTCH_SIGNALING,0.09679996357779098,0.08206655477239272,0.10929715064143143,0.06849278085843417,0.07845512369220611
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.024056309157273793,0.0096781729320287,0.12010759758276525,-0.015714914667860094,0.12026884124188955
HALLMARK_P53_PATHWAY,0.03055333288412267,0.10173667732660821,0.04725751750308182,0.05686272550195826,0.1251913069243489
HALLMARK_PANCREAS_BETA_CELLS,0.05990272458509015,-0.02052197019895317,0.06447570697567373,-0.04605814792508843,0.08671640452903179
HALLMARK_PEROXISOME,0.05788555185991027,0.03689450796846846,0.10813252586841396,0.007919218195412072,0.08129702501520351
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.09028187357404914,0.025921284965747072,0.1265003339420197,0.0906522351650685,0.09752007959557042
HALLMARK_PROTEIN_SECRETION,0.09806955928417019,0.0762967053257549,0.08271987200292695,-0.011277312524610667,0.0949590140241199
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.003520897298265509,-0.024264421261732606,0.08718656484694365,0.01256618559204859,0.12318857818818776
HALLMARK_SPERMATOGENESIS,0.06493554185362778,0.03684901446277969,0.09255738231006146,0.009557682141060106,0.08673237074551383
HALLMARK_TGF_BETA_SIGNALING,0.10591387225337057,0.07089387583725111,0.08189414829401588,0.049494968470004945,0.0639262749423341
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.09280541471366072,-0.08128799866749217,-0.03282754218976852,-0.0062404905837179035,-0.009793710765699445
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.0944433341488469,0.08939759702918283,0.1257770991280786,0.05742502241392727,0.07637364363449126
HALLMARK_UV_RESPONSE_DN,0.10074714125474278,0.013344355860924226,0.0006411299981416162,0.07053330045926152,0.04982338739906459
HALLMARK_UV_RESPONSE_UP,0.09746826935132441,-0.0558204590862655,0.0642083864071338,0.019896206330932708,0.06289796488135842
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.12402355917535156,0.07724030976987249,0.018970533672896216,-0.020169976019835154,0.07764444839808243
HALLMARK_XENOBIOTIC_METABOLISM,0.11452936757487586,0.02793037735654593,0.08730165206031312,0.008365502877687527,0.09360218449687994
