,UKF259,ZH8812bulk,ZH881T1,ZH916T1
HALLMARK_MYOGENESIS,0.04320420652054667,-0.034783465432070775,0.06260646087450975,0.1355369427535944
HALLMARK_NOTCH_SIGNALING,0.011469840916422409,-0.04298369034269916,0.048975382251030805,0.10933795777713821
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.10114789427664621,0.025958827246727028,0.06005852761979109,0.09676332593945247
HALLMARK_P53_PATHWAY,0.0859507552121827,-0.03209434010172642,0.0877326083866504,0.07124297912894718
HALLMARK_PANCREAS_BETA_CELLS,0.07720981558412951,0.009468197858997378,0.06826645181982223,0.07071820275305533
HALLMARK_PEROXISOME,0.029979091340708707,0.047644510132338364,0.002442872039173739,0.05001578527405968
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.04859405486091735,-0.07409782493241623,0.010951734829865976,0.11461527884088529
HALLMARK_PROTEIN_SECRETION,0.09583256609256469,-0.012536240012639931,0.028057287390571357,0.0992342137456245
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.07807322655600756,0.0428917854299021,0.0859056700532942,0.06509143154482941
HALLMARK_SPERMATOGENESIS,0.03588393416470343,-0.028652507711156572,0.021882746224989022,0.07763752486457258
HALLMARK_TGF_BETA_SIGNALING,0.030493256783220322,-0.039145006318633255,-0.04828986130333402,0.1218964026393613
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.06300340564164174,-0.008813104739692606,-0.07824554318988232,-0.06317977908275359
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.05285642014173865,0.0002883718570464631,-0.008622876519116744,0.11410266423344556
HALLMARK_UV_RESPONSE_DN,0.0024537474702725987,-0.04291436328992142,-0.04817391307800161,0.09593123424730496
HALLMARK_UV_RESPONSE_UP,0.08182671411993095,0.0013640511112718448,0.03260719542838804,0.04518925368563238
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.022980828264352344,-0.06228777439605114,-0.005523119824397761,0.10721713188698202
HALLMARK_XENOBIOTIC_METABOLISM,0.031577360498636374,-0.05154747979118062,0.04451486955584736,0.09019579243790128
