,UKF259,UKF275,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916bulk
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.05322447608808171,0.0029556727994442533,-0.08506380680939647,0.04190352309926739,0.0883712878642306,0.07529353553681846,0.012930266491208242,0.01438700560051317
HALLMARK_INFLAMMATORY_RESPONSE,0.053213171493105164,-0.005932222879557983,-0.08377629910437137,0.06342117924210218,-0.030967848239533455,0.10023575141680624,0.044739735988388346,0.02644612841678725
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.08545953166591119,0.008152825600573881,-0.07799297252683532,0.007549791354570565,0.0838156041872693,0.023017664466370855,-0.027230598169552086,0.025328999296676157
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.033548679707726105,0.04600580747458921,-0.08110801782141994,0.06662123650276552,0.07390184641331507,0.1130343129060787,0.034766187127975565,0.05824610131858182
HALLMARK_KRAS_SIGNALING_DN,-0.06872005901205604,0.006590071442593994,0.004858337118246687,0.07092107047588171,0.06826147788630273,0.10316044087953316,0.05442906662863603,0.021227152473007032
HALLMARK_KRAS_SIGNALING_UP,0.052872434754284804,0.052016582363133,0.016502176825039253,-0.009300645154815816,0.10426799969604336,0.051550604856357846,0.049404822190704,0.025221489769074387
HALLMARK_MITOTIC_SPINDLE,0.0006560070446595616,0.022315904350801396,-0.010695944114258348,0.09396282301963632,0.08676553279123622,0.07176082300752425,0.0176033348410901,0.029262847728486537
HALLMARK_MTORC1_SIGNALING,0.12013523806234619,-0.016250885256279397,0.19909615932842442,-0.015701246657231827,-0.000873989581666696,0.06985456801191108,0.0001573952561877504,0.08522437668601798
HALLMARK_MYC_TARGETS_V1,0.1000211023447939,0.018245135303486253,-0.04610762052485508,-0.004250720148620561,0.09050636630485678,0.10767468736796652,0.05220365945125349,0.10563724365548662
HALLMARK_MYC_TARGETS_V2,0.00283951714179274,0.08150380796312066,-0.06666338405197213,0.06828395385239718,0.05720789019898935,0.06698717454559198,-0.009982636663770006,0.057742068253671695
HALLMARK_MYOGENESIS,-0.07147763907015922,0.05066997547611533,0.008620854699148958,0.053028758117803367,0.08346441061259548,0.03581670902938599,-0.005667456157064582,-0.054170978133554516
HALLMARK_NOTCH_SIGNALING,-0.07121714359711592,0.07860043978453223,-0.06293966309877881,0.03558995343182337,0.08841424631739066,0.10185363726699377,0.0639549451615483,-0.02734164865216386
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.05304247545427538,-0.0070162495170965995,-0.08137144561630186,0.018171818123687917,0.09714872644278125,0.12343319982774212,0.06289202488709988,0.010062130499371151
HALLMARK_P53_PATHWAY,0.09031747270371478,0.045077808694281796,0.05514950070164231,0.031531593188999986,0.07412098097446576,0.09450761537444666,0.043538211552927975,0.09826970057189954
HALLMARK_PANCREAS_BETA_CELLS,-0.015253942166932205,-0.009688917593948467,-0.08862972672798472,0.003738202246084727,0.09087900692162987,0.08733475241513648,0.022488178722431286,0.006969259149535393
HALLMARK_PEROXISOME,-0.0323463945586289,0.018445997645368112,-0.04375268991564581,0.023775034414941023,0.1002199522657851,0.0672803312968602,0.03442935626688851,0.03208796972861469
HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.03620899169905938,-0.008861366028944205,-0.04129091243506735,0.030645323239208183,0.06459625180694838,0.09928007052921696,0.06318064248538041,0.02465529196552414
HALLMARK_PROTEIN_SECRETION,0.08846507255509756,-0.012688717737634164,0.025050739941969012,0.021361551385257777,0.10192173887056724,0.09862272218299595,0.09280676823664233,0.06005108797876695
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.11490418534618208,0.016050190488847454,-0.0932977846163597,0.027564882787185805,0.06473974066039624,-0.057454067912918516,0.07189123732140282,0.1010719549017492
HALLMARK_SPERMATOGENESIS,-0.029409575039132274,0.03330253334076686,0.06401301225683989,0.026785713044280804,0.09994721923610453,0.051100043701829544,0.031553471776697366,0.03684514172737586
HALLMARK_TGF_BETA_SIGNALING,-0.01495661991066348,0.003408241472865599,-0.09502849767566539,0.04277514323258207,0.08806597544151039,0.06879594928554815,0.0375312695459619,0.020071454925570484
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.08123690903734418,0.04356203540007698,-0.007793895356073663,0.10221952800104499,0.04402062105148503,0.014989657466726388,0.007282001648417488,0.04898438008285663
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.125128710720506,0.05165042803042368,0.05031905183693409,0.07404879322840036,0.09395844239678056,0.1287049692043445,0.0659361358154827,0.1277146211224991
HALLMARK_UV_RESPONSE_DN,-0.05368545463729871,-0.002219209238444814,-0.05227529662159993,0.10330475704427357,0.0483796192775527,0.0864983533612813,0.012089567870939365,-0.012414259542729148
HALLMARK_UV_RESPONSE_UP,0.014975489208811598,0.01382927638835725,-0.02974078888026961,0.07306941724536643,0.09077856002702187,0.06267482412720675,0.02005431803423389,0.06207060113281518
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.034793858670951625,-0.025287994692452014,0.02935540807668516,0.012700079599997506,0.09250249651337505,0.1380730141398487,-0.04414132455253193,0.06638886017334897
HALLMARK_XENOBIOTIC_METABOLISM,0.03461238127888864,-0.003103568541969572,-0.025681145198126438,0.06302739445569402,0.07329769325806033,0.08634492569008143,0.015744490963291724,0.04201266978487563
