,MGH258,UKF243,UKF248,UKF255,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH916bulk
HALLMARK_MYC_TARGETS_V2,-0.0814912389612085,0.18866118011800637,0.021933523844162122,0.013398273377117357,-0.0066400847197975316,-0.04898679884407473,0.05677464783963135,0.14469057900924515
HALLMARK_MYOGENESIS,-0.11529630128176158,0.1809206381209643,0.14633992877480922,0.04624720312000921,-0.008841659347242292,0.06525260291447076,0.03569237803269676,-0.017052749059071837
HALLMARK_NOTCH_SIGNALING,-0.029997708089975324,0.2891536316474448,0.05656291279085179,0.05783134031844216,0.11804661320010082,0.051901582853187814,-0.021180318904890374,0.1095687230976299
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.004728840678443972,0.32948252418924384,-0.1314376772326816,0.04295080965663687,0.11684950151514713,0.017662743476399137,0.010274845489925685,0.060107607629736715
HALLMARK_P53_PATHWAY,0.18291387625928318,-0.053467837986137266,0.11826236034503865,0.09942698274610691,0.0830933374527738,0.06225282220860165,0.008630278670422797,0.12373225227659874
HALLMARK_PANCREAS_BETA_CELLS,0.11771707780818584,0.18717872738710797,0.008675432151683687,0.03737271654817416,0.02729300046387837,-0.026665908849828546,0.023734494196839328,-0.0167746030747442
HALLMARK_PEROXISOME,0.057115997344351306,0.04263384785802614,0.15946876919416259,-0.027813898189794472,0.056389333477990584,0.05363013400865835,0.023581579877646856,0.12170778795300816
HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.12861207125688173,0.19417370173593912,0.05439913136594986,0.09759286625881242,0.027492723712513382,0.04055146222116319,0.01430555177718296,0.10546863336753455
HALLMARK_PROTEIN_SECRETION,-0.10893082998183358,0.31373930041549436,0.20811617203489227,0.10371078204871827,0.03914806033199248,0.04249026234247068,0.009472935213648824,0.17106638421604167
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.15555663749216994,-0.24082679277377506,0.217395632582215,0.025238231882213143,0.07445289810919141,-0.09083061184622516,0.0029691697594083784,-0.08932976352367897
HALLMARK_SPERMATOGENESIS,-0.0929402530446466,0.19764835225971236,-0.025397676788211896,0.029266300019566406,0.000709555428991359,-0.022493845658410918,0.025537958065972317,0.03236212723902957
HALLMARK_TGF_BETA_SIGNALING,0.09874328202579298,0.33215141026603906,0.1685205829432528,0.029694801174475302,-0.016846223366613716,0.021880956677070493,0.021160485049598013,0.19431898264605427
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.11507603168508515,-0.043662819871524386,0.26930388447472986,0.08095262928516644,0.00544369802555902,0.002853593853334137,0.08166282817612087,0.13489726991565226
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.06148648284955129,0.08863664663778752,0.1912058640684464,0.09039163417502015,0.0913834542667393,0.022324683145691696,0.02295200155443902,0.22657720734434447
HALLMARK_UV_RESPONSE_DN,-0.13544513928913354,0.22701991677683095,0.19215121789701964,0.09802780786167403,0.004420350244277234,0.07901044749959785,0.010006505733496651,0.08057773258269331
HALLMARK_UV_RESPONSE_UP,-0.058853337688052405,0.025986410784130005,0.03432934022414773,0.07264756596709783,0.03243311447415272,-0.001145501632168132,0.037048032899879776,0.10571962046682437
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.15634722233032933,0.20247110674608032,0.08431269169284254,0.029974084112965933,0.060379939629142225,-0.039069598368907776,0.020237374716354846,0.1410714554605969
HALLMARK_XENOBIOTIC_METABOLISM,-0.08489328487689654,0.14512843739787903,0.0997687928599796,0.013949447658909625,-0.008775837206342618,0.004753938644034507,0.018895681363184657,0.1440274086010786
