,ZH1007nec,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_FATTY_ACID_METABOLISM,0.05768020874328509,0.007899833461924846,0.03184114851215804,-0.044902678640639786,0.08644084681016403,-0.015289627426485073
HALLMARK_G2M_CHECKPOINT,0.03736216631692673,-0.0074849272564593275,0.013930170802687793,0.01397997629177391,0.06279578114099535,-0.03529213810616744
HALLMARK_GLYCOLYSIS,0.01045227889563452,0.027600320693877824,0.013579999690720814,-0.02213156735045634,0.12093703447967684,0.04290032621688372
HALLMARK_HEDGEHOG_SIGNALING,-0.04324698805067469,0.003176584976921771,-0.04475095527198377,-0.014249567619808964,0.061944511777070846,0.1112685112740716
HALLMARK_HEME_METABOLISM,0.0699925465225007,0.02522812210171168,0.02532047846355504,0.017652810885908983,0.07012159567650293,0.05482797568319881
HALLMARK_HYPOXIA,-0.11560437648418567,-0.019314959797793407,0.016891416481438944,0.019400665594575966,0.03447981845963437,-0.01900859083019732
HALLMARK_IL2_STAT5_SIGNALING,-0.08355600340084335,0.06679350922125786,0.0631216737388576,-0.015396790112833876,0.05057838324543694,-0.0025191531379098147
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.07723180319666767,-0.016598113188139495,0.015065280994362518,-0.03148494856499317,0.07425250107283816,-0.020179486753660256
HALLMARK_INFLAMMATORY_RESPONSE,-0.02231652538307899,0.008410216204259354,-0.012662341518071623,-0.026056182326337378,0.06213945141608023,-0.012183279010184662
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.08685194925708062,0.0690459385356919,0.02485978521397936,0.05110014336576258,-0.014783479562634524,0.050723518470808776
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.02495749131848726,-0.009005435804851239,-0.00094126248376273,0.015921000040504153,0.05008851031544938,-0.02557878057784537
HALLMARK_KRAS_SIGNALING_DN,0.07400957761967918,0.04470765445676822,0.02647579120858586,0.03786351150876856,0.09438716616842752,0.07156531320565987
HALLMARK_KRAS_SIGNALING_UP,-0.05823719862246368,0.0525419265381686,0.020432683240312322,0.028397496700011585,0.019997648887278105,0.008435830308223478
HALLMARK_MITOTIC_SPINDLE,0.05073954723060019,0.03529572956551856,0.07361321756159131,0.03910362976495599,0.0431831180957249,0.036859558423475096
HALLMARK_MTORC1_SIGNALING,-0.05396959799565849,-0.005448656986538228,0.02089883096546937,-0.008825603539287291,0.06309215580592699,0.019162963662006514
HALLMARK_MYC_TARGETS_V1,0.17676361712577143,0.05341734405549605,-0.07360945230171921,-0.006212550935918846,0.1075822230734287,0.008943117278091958
HALLMARK_MYC_TARGETS_V2,0.09947278631640996,-0.02007705290992935,-0.012767113713139449,0.0019239145405239371,0.033164525693849506,-0.03101132993242606
HALLMARK_MYOGENESIS,0.060657797918317706,0.04059866449053446,0.043188838951839975,0.06524677203034315,-0.018913101622054784,0.03837917953839273
HALLMARK_NOTCH_SIGNALING,-0.023933022368140672,0.03898669404098547,-0.01878126786324316,-0.06252918708626463,0.055877597441456595,0.02652574777967821
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.15301536263115992,0.055555153388568465,-0.027887547891988863,0.028236844998401203,0.08605632555896833,0.08179664459240717
HALLMARK_P53_PATHWAY,0.07336321708511216,0.05690291982295564,0.032545786670174257,0.02798629439527554,0.06758993181072523,0.0156642105978062
HALLMARK_PANCREAS_BETA_CELLS,0.07086436590855993,0.046913229850408314,-0.003624755613549034,0.022690690484720187,0.10342485884954075,0.061124313046571885
HALLMARK_PEROXISOME,0.07657074999554565,0.05437114118042401,0.034380226333902,0.032519112483803916,0.08981724149540626,-0.02454065534690089
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.14596019642618174,0.04567763940709156,-0.05036201473486091,0.054130930459551786,0.057585480867703744,0.06869931021417505
HALLMARK_PROTEIN_SECRETION,0.06869793339296767,0.04715759999725859,0.05982101427809932,0.010886127725192894,0.07993284348387772,0.009915580309671778
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.007380437082208707,0.059897646890909165,-0.011155182052395587,0.0642745625519692,0.08296919006380425,0.04570205102219922
HALLMARK_SPERMATOGENESIS,0.07732220163795184,0.056239649465121735,0.00779439117765507,0.023818477380416196,0.0620717525377241,0.0785383292205688
HALLMARK_TGF_BETA_SIGNALING,0.094929598916925,0.04132618552391391,0.04941210984253269,-0.017854958931077598,-0.01738865921222125,0.03248014161625378
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.11904521679295156,0.04092875584328265,0.011587384122856457,0.04419375758537589,0.0837500377425649,-0.03430466545148406
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.10901979606683307,0.04873507813813375,-0.019763992914415243,-0.003337961938680022,0.06357304347344901,-0.0178785440561951
HALLMARK_UV_RESPONSE_DN,0.010139224655301059,0.001563014999680776,0.01685709760532023,0.08616739189035995,0.04065408564184112,0.0038313545019291973
HALLMARK_UV_RESPONSE_UP,0.01980758321773225,-0.004903933223617694,-0.02558672529585341,0.04120390405509833,0.08397444272097973,0.08168692463965724
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.05705900560439328,0.021426498642091188,0.0018667330360845982,-0.04531667400190331,0.02132746963623994,0.009725942821645095
HALLMARK_XENOBIOTIC_METABOLISM,0.02736657474055497,0.03084276137542216,0.005821408611705128,-0.006550833853178804,0.06848251929194205,-0.016381553863710072
