,UKF266,UKF269,UKF296,UKF304,ZH8812bulk,ZH916inf
HALLMARK_G2M_CHECKPOINT,-0.07300096289822544,-0.10223851618585061,0.03173999141678694,-0.020973436849041474,-0.010740408458772204,-0.054677223466283266
HALLMARK_GLYCOLYSIS,-0.0957960973571842,-0.10821205342895876,0.011449338007309668,0.02089713481535929,0.0009747928676093597,-0.11423455363991568
HALLMARK_HEDGEHOG_SIGNALING,0.006484568863008057,0.008383360506121504,-0.040400016360973866,0.08961111909576482,-0.022422472109238357,-0.017712560218645947
HALLMARK_HEME_METABOLISM,-0.0789477316348606,-0.0944055435113311,0.014345998684806835,-0.02437593442344734,-0.0019520215460688641,-0.019871026568986573
HALLMARK_HYPOXIA,0.02351208783383758,0.015842899104533608,-0.02010799842208482,0.005303978500868619,-0.03400745205927399,-0.05075556792190044
HALLMARK_IL2_STAT5_SIGNALING,-0.046788231620075435,-0.10843301084664535,0.004766206595147604,-0.011927281907861277,0.030314677623627165,-0.08704833260787385
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.008187941894224258,-0.0853821070538269,-0.0035945586556948737,-0.10807021161449482,-0.05213760750268485,0.02325497138192358
HALLMARK_INFLAMMATORY_RESPONSE,-0.026169493973535813,-0.03290964894987855,0.022156601931405766,0.05672823950131732,0.017825607210757027,-0.09344674544287304
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.11950831613600017,-0.09269931820125835,-0.004707910925799208,-0.13038785043950976,0.005592001445344026,-0.039321986886855696
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.0918707432870004,-0.10265466933582484,0.023325454510449116,-0.11657434865086064,-0.018398326238614152,-0.09069595974844132
HALLMARK_KRAS_SIGNALING_DN,-0.029028035953481655,-0.040929174832884156,-0.00535413644225965,0.09339153600430516,-0.004585585630096559,-0.13156744657159486
HALLMARK_KRAS_SIGNALING_UP,0.0006836780999219967,0.006262720421737673,-0.01610057444447227,0.06598716095745455,-0.03307361808318411,0.013724316394456353
HALLMARK_MITOTIC_SPINDLE,-0.09666071753292235,-0.08776941231978434,-0.03428068422681992,-0.021230104827189775,-0.011056930764872965,-0.09134462501621625
HALLMARK_MTORC1_SIGNALING,-0.1110570380651689,-0.0800967705262204,0.016757658984374584,0.008870405327256315,0.007588628943986687,-0.044793738757892894
HALLMARK_MYC_TARGETS_V1,-0.08837489867700536,-0.12617337303570064,0.015335771749881136,0.004885243776417467,-0.005050258477653332,-0.1150397843412861
HALLMARK_MYC_TARGETS_V2,-0.03757937705970773,-0.053228136036929156,0.0019171205136307263,0.04290684043301396,-0.03183179645627824,-0.0297269476708993
HALLMARK_MYOGENESIS,0.03013264087938136,0.026759144241688577,-0.013430611186831322,0.008711197830666475,-0.03722961985240778,-0.06463795369085135
HALLMARK_NOTCH_SIGNALING,-0.032313871262416284,-0.09478700866364877,0.036704529046856095,0.030674605965817288,-0.00040929342338676334,-0.13300539558120705
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.04952774996997569,-0.02339734917546816,0.014179807878310642,0.06822577138527441,-0.04280366284966976,-0.10749964699375902
HALLMARK_P53_PATHWAY,-0.022375474109718876,-0.12554678731817062,-0.02311653821347238,-0.08066011487352576,0.00449821855218301,-0.06652778508060082
HALLMARK_PANCREAS_BETA_CELLS,0.008543510721828504,0.011996061583373198,0.02446139262964538,0.06298544713080999,0.03303097142764387,-0.13273292297832176
HALLMARK_PEROXISOME,-0.0351467278918193,-0.049046443218179046,-0.03939061856118161,-0.08971467824514691,0.07251055907963952,-0.08825773446085958
HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.05301401761123301,-0.046891276909268205,0.013312047910646043,0.04306746637303685,-0.01970794593189323,-0.1237295029960379
HALLMARK_PROTEIN_SECRETION,-0.047674205617192836,-0.10311919950632338,-0.010580657303106252,0.02299005449020469,0.03194890172327044,-0.08873904740859055
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.055932140863392855,0.03107567496390539,-0.004960835435066377,-0.10018595352652497,0.014423721832384693,0.03205180693071033
HALLMARK_SPERMATOGENESIS,-0.043404271578181206,-0.015739016078115644,-0.009824851840651426,0.05886369331099963,0.001506348023143219,-0.13953172118267304
HALLMARK_TGF_BETA_SIGNALING,-0.10509005931680611,-0.09706093701401854,0.015027101508869305,0.0314796013663031,-0.015446512153139526,-0.1385861572374108
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.042050392510524746,0.01229465639364892,0.0033260329555277668,-0.13288383487250202,0.023165205410258852,0.01378691145187595
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,-0.07703908701415225,-0.12748031758482609,0.029005811330430058,0.019559197631215136,0.026652136525494106,-0.11026492756685585
HALLMARK_UV_RESPONSE_DN,0.018844920400878467,-0.015367794729390167,0.0058165894687921445,0.05175522794013388,0.004056218711195289,-0.11269620361028329
HALLMARK_UV_RESPONSE_UP,-0.03265440809158785,0.035381687690785035,-0.0077635911447178525,0.03991421550629511,0.0025816054434013315,-0.15018436794087187
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.08605246304280485,-0.09470924925573311,0.032498089096165056,0.07619829563002727,-0.017801579201212323,0.08791753265748546
HALLMARK_XENOBIOTIC_METABOLISM,-0.03506684481065421,-0.05851398530309875,-0.0007341767088358869,-0.05954853952438307,0.01629176247693496,-0.14235721125176334
