,UKF313,ZH8812bulk,ZH881inf,ZH916T1,ZH916bulk
HALLMARK_INFLAMMATORY_RESPONSE,-0.07905760177299154,0.01617627206432263,0.07146049531618649,0.02047049512489027,0.07555460029562457
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.04793370317245389,0.06530103775660184,-0.046272184174009204,0.02318340957425318,0.0013148541061912243
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.022898783799647496,-0.05325634985321409,-0.0012793586448694152,0.052089618080254835,-0.0022853476734893963
HALLMARK_KRAS_SIGNALING_DN,0.029724900027876696,-0.0774256397055414,-0.02567252883475195,0.02648204241533975,0.08554336926512411
HALLMARK_KRAS_SIGNALING_UP,-0.011185857907226707,0.019054286367778672,-0.01207532442583605,0.03198598190140669,0.008977068615219142
HALLMARK_MITOTIC_SPINDLE,0.05332176324724243,-0.035606455567558495,-0.03884206879156526,0.034826422584684436,0.06762917303098072
HALLMARK_MTORC1_SIGNALING,0.03516627509404864,0.036780794168127406,0.003844962756280953,0.027189008768769715,0.024685437513980814
HALLMARK_MYC_TARGETS_V1,0.1067304708265979,-0.0255461574513009,-0.0336809220245261,0.027455385934253798,0.00969756852176442
HALLMARK_MYC_TARGETS_V2,-0.03501159837497813,-0.03915553306454467,0.03091974891641234,0.03745042739050429,-0.005940976120263176
HALLMARK_MYOGENESIS,0.09706722737907737,-0.026062415100686253,-0.019130323240294678,0.06903126144546108,0.0812233846524403
HALLMARK_NOTCH_SIGNALING,0.05637162423150073,0.04388071746895529,-0.029440253972967467,0.019686460104453754,-0.0088115493354365
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.09265484189564255,0.007417454737363085,-0.03520617368071655,0.04540630502606107,0.00017735722864937198
HALLMARK_P53_PATHWAY,0.04834996906682512,-0.033693138291702396,-0.06485227905774481,0.04065187541332386,-0.007638862853243928
HALLMARK_PANCREAS_BETA_CELLS,0.10040528753879001,-0.016521464541735684,-0.012269351061434501,0.05835067653436698,0.07542507187223314
HALLMARK_PEROXISOME,0.03619679578294774,0.004095551436946397,-0.03439492760898927,0.014512598037855635,0.06763239362649805
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.08619768225620379,-0.047351686259849514,0.05113571502945626,0.06927783677454816,0.051115982612545095
HALLMARK_PROTEIN_SECRETION,0.12301575842366827,-0.002790969167037821,-0.03584718612922158,0.05227394034123908,0.07930159950021695
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.08690838798975725,0.04724231972118662,-0.09489958962235881,0.029473257932346782,-0.0003408063482930863
HALLMARK_SPERMATOGENESIS,0.11442244696259708,0.01883443536871045,-0.050400630509908055,0.04871178591864057,0.07644948936989714
HALLMARK_TGF_BETA_SIGNALING,0.04507009844056257,-0.08132251816400632,-0.010756785026415484,0.0386931561350211,0.029700955403100658
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.020121808429458737,0.008963204899192782,0.03549637669398039,0.020163257027158384,-0.026386706963453643
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.07244153706171008,-6.881815148699751e-05,-0.03469562824278893,0.05689294973570379,0.07828614853954026
HALLMARK_UV_RESPONSE_DN,0.08693994002563692,-0.04611143425269376,-0.01250817790676843,0.008872977519055043,0.047965180174830736
HALLMARK_UV_RESPONSE_UP,0.0003044951445479368,-0.026396787114029024,-0.00029820176968578527,0.0363842513110494,0.04971081465258209
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.02792225437538428,0.02061185224491934,-0.008938173897027873,0.025918996156595864,0.0820170416488349
HALLMARK_XENOBIOTIC_METABOLISM,0.05977962532069182,0.008912403109700024,0.024822018314460133,0.06784875944131044,-0.0007664237903501057
