,UKF248,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH916T1
HALLMARK_GLYCOLYSIS,-0.024842613295462293,0.09151969286614878,0.03108329390501552,0.03719435129253836,0.07046522924419114,0.053025354789498
HALLMARK_HEDGEHOG_SIGNALING,0.058493284736705196,0.09615803661666793,0.11568523455596644,0.08373466279963658,0.059804707678795324,0.07777835567018487
HALLMARK_HEME_METABOLISM,0.18650867946449065,0.2417654233798343,0.03802025518767487,0.027719279129286924,0.14121082231317555,0.11379945700050892
HALLMARK_HYPOXIA,-0.1491641502580813,0.16464353591839706,-0.002058267817645571,-0.003948823412031096,0.06675590723815485,-0.001554198618702829
HALLMARK_IL2_STAT5_SIGNALING,0.14235443521790586,0.16850708076380938,0.05995260739436793,0.074557745772746,0.11380738384772464,0.1479048344371766
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.11530792491162936,0.134872632315681,-0.038569793953540044,0.1285448939902074,0.0800341266819469,0.05947174146811791
HALLMARK_INFLAMMATORY_RESPONSE,0.10212774553327575,-0.02344032604526917,0.07770014302803444,0.014133693144050555,0.0693846052562507,-0.0017352712195714466
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.14066943354619482,0.07487267929316926,0.04926304241752927,0.06575176224164193,0.1378850798736465,0.22245339602382097
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.1118615493758955,0.209373872493395,0.1438667591390388,0.09802118060051102,0.12715954122238385,0.08527281165532491
HALLMARK_KRAS_SIGNALING_DN,-0.02540641069359285,0.18267027589114349,0.04665472423858095,-0.022839975837324774,0.0879406335970998,0.011127714444850683
HALLMARK_KRAS_SIGNALING_UP,0.14081667084126373,0.24586939634600474,-0.003748459771134932,0.07865510943458602,0.12160080396084365,0.2619522081711585
HALLMARK_MITOTIC_SPINDLE,0.20907915421555906,0.20125168766279022,0.03466835009338799,0.10705116933270722,0.1378075255350631,0.19700491910525494
HALLMARK_MTORC1_SIGNALING,-0.06973268650096012,0.12416181703824979,0.07656167264761057,0.010387141818979626,0.07763719735930057,0.10668506505318825
HALLMARK_MYC_TARGETS_V1,0.10947584757474696,0.1359173385516238,0.07139189843179608,0.028053250777096236,0.19385565196942767,0.13958499528061058
HALLMARK_MYC_TARGETS_V2,0.13238578117034708,0.02158616493543106,0.02606527594916796,0.04874478738584256,0.0709996526979309,0.06116252809118933
HALLMARK_MYOGENESIS,0.2368128532031836,0.13864836993078533,0.14381472988303715,0.09794752556374237,0.10196372124040937,0.2744614349358987
HALLMARK_NOTCH_SIGNALING,0.16468224385341382,0.16423547484116513,0.07795227431285419,0.08846406840590389,0.11153951053398302,0.20159442685871828
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.05001708336643874,0.08616489960024196,0.1012506374974246,0.01681567537558377,0.1885170907764381,0.10628279920213335
HALLMARK_P53_PATHWAY,0.008119753478562395,0.13622978185031762,0.008262146944617972,0.10237877603364882,0.11282337439977805,0.07016746225317985
HALLMARK_PANCREAS_BETA_CELLS,0.08481762989430087,0.15026951475494443,0.05672606023546895,0.035552433608810476,0.1655164358677517,0.0365854531539094
HALLMARK_PEROXISOME,0.09508538686621122,0.1002842445361446,-0.10831130255689035,0.01249898683846664,0.10927713170058932,0.1224771398260271
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.16952651932826932,0.24906881486985002,0.10538997323605048,0.0626382567979556,0.16883700801804183,0.22582472571787068
HALLMARK_PROTEIN_SECRETION,0.11365025086038275,0.22828147348753594,0.09655079779738815,0.05142679789729007,0.15104318092203978,0.13733003648620543
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.012746024120823627,0.06018973011196359,-0.005375333262633373,0.1177945390920425,0.03176658686438512,0.10363943983068379
HALLMARK_SPERMATOGENESIS,0.06459978099430255,0.043226442759386675,0.15494157253355506,0.08445068194954843,0.10427743964856981,0.05491090553926157
HALLMARK_TGF_BETA_SIGNALING,0.22722846516697215,0.1977818008590227,0.14595570562975782,0.11548356105608153,0.12365141333651407,0.30564636344098306
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.09554692855064668,0.15591886505725064,0.03384931990418792,0.08756063826399135,0.031765172720409504,-0.13971038917848438
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.11216016581059823,0.15797754820395177,0.07482842141145839,0.071324771831141,0.1408829868489164,0.20561432058015588
HALLMARK_UV_RESPONSE_DN,0.18536466965211257,0.1944670191488018,0.10162947391895122,-0.0076231478360050285,0.13283588160347684,0.20183493736486077
HALLMARK_UV_RESPONSE_UP,0.059214978097347507,0.08469188469623813,0.08969519724248495,0.041558677345277226,0.10277078941684625,0.054603798027790404
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.13925563982986564,0.0007085054078513085,-0.045154078394714275,-0.06407131317469372,0.13219713568665087,0.18775433705747613
HALLMARK_XENOBIOTIC_METABOLISM,0.04742935537829003,0.06545082351097022,0.12883352720580557,0.018219971079488837,0.06618685682026919,0.045691399957260355
