,MGH258,UKF296,ZH1019T1,ZH1019inf,ZH916bulk
HALLMARK_PROTEIN_SECRETION,-0.05230757814610795,0.05105127405358568,0.07075626151603406,0.12875140327885284,0.0923222329183642
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.016334592132201495,0.0012494259601646073,-0.027540843441670296,0.0009195025508010427,0.05105945778029656
HALLMARK_SPERMATOGENESIS,-0.07526521784517329,0.04347390700961553,0.04064847417757996,0.07170323393470206,0.07738550764852622
HALLMARK_TGF_BETA_SIGNALING,-0.015932650065543126,0.01211766410420158,0.030543505762497952,0.15128652416047084,0.05384992105749112
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.032804049012442174,0.06628553181980086,-0.1086693745163129,-0.022592581637827704,0.1166163385470513
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,-0.025361764698799836,0.025051644939776234,0.008301694831641874,0.0731557610960248,0.10430983651465596
HALLMARK_UV_RESPONSE_DN,-0.05988059065514757,0.03503031939492547,0.07584945321791813,0.11442769157446146,0.10786276796428179
HALLMARK_UV_RESPONSE_UP,-0.09702054413103085,-0.032179935893077105,-0.0011885562108816723,0.035187873795432575,0.11346917323541662
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.055179365747842074,0.021871567012396613,-0.03476621843969061,-0.003027989281065953,0.02535436044785181
HALLMARK_XENOBIOTIC_METABOLISM,-0.029676376703063806,0.017548839928807146,0.06442643999090131,0.12028037087513677,0.10992486290285727
