,UKF313,ZH8811Abulk,ZH881T1,ZH916T1
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.09050954682260619,0.05270775006550943,0.02766795598558193,0.11704825462949803
HALLMARK_KRAS_SIGNALING_DN,0.10166319489721423,0.07378606411279683,-0.05037842233030357,0.08043203921762893
HALLMARK_KRAS_SIGNALING_UP,0.14251973825847705,0.055816154412983134,-0.04054611562826916,0.1277590776896749
HALLMARK_MITOTIC_SPINDLE,0.11114611554817404,0.09109993664223472,-0.06795983277082324,0.09561097960066124
HALLMARK_MTORC1_SIGNALING,-0.038826429876029064,-0.007810561913781331,0.014995959640066295,0.025854032421264057
HALLMARK_MYC_TARGETS_V1,0.11349818025133447,0.08297806815003461,-0.025901352665998863,0.05014523543934832
HALLMARK_MYC_TARGETS_V2,0.05716490994360462,0.109077570182558,-0.07007234302613453,0.03786566649333769
HALLMARK_MYOGENESIS,-0.005855381614756228,0.09711296760662905,-0.05866216933991049,0.12566225193215935
HALLMARK_NOTCH_SIGNALING,0.1118809526095838,0.11233498037919411,-0.055355797422280785,0.053513573808505466
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.09562454139471893,0.07355253191573713,-0.026603439940214742,0.06881874295658354
HALLMARK_P53_PATHWAY,0.016371207180869377,0.07542926503387369,0.006063401006050243,0.0814660268295975
HALLMARK_PANCREAS_BETA_CELLS,0.12394770611603308,0.055575078516813606,-0.06601774425313654,0.03214604718734136
HALLMARK_PEROXISOME,0.0190471680730585,0.07768269828250027,-0.02911286340628675,0.1040026520617164
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.098178499053607,0.09236250768154591,-0.002382016000120204,0.10871934904465709
HALLMARK_PROTEIN_SECRETION,0.12640252530805693,0.07764577151952276,-0.009755691254151823,0.07670668829650687
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.08709936828655569,0.06396844456205925,0.08918360721441052,0.0878945945068887
HALLMARK_SPERMATOGENESIS,0.12004317181108272,0.06762323111873259,-0.05805188898816199,0.060062576658435146
HALLMARK_TGF_BETA_SIGNALING,0.1224532814444626,0.12707763688706783,-0.029147041764520046,0.13142023893861568
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.09790113764026492,0.03222880203862236,0.021929586072261725,-0.020619161885970985
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.12941713140934402,0.1166876591820826,0.004035559418256434,0.08369201979450161
HALLMARK_UV_RESPONSE_DN,-0.025250923881873,0.1002373533874174,0.032267598237602564,0.12370293626433461
HALLMARK_UV_RESPONSE_UP,0.11125397266115292,0.08480934781227294,-0.000800016917353155,0.05064036843589584
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.02494915741712372,0.06880643541566978,-0.01530547131388,0.09771768846490404
HALLMARK_XENOBIOTIC_METABOLISM,0.12067926958582617,0.0628565940511598,0.013939504466368408,0.08221163745781788
