,MGH258,UKF334,ZH1007inf,ZH1007nec,ZH916bulk
HALLMARK_G2M_CHECKPOINT,-0.013179083563639882,0.09479872770760185,0.06114549395460814,-0.006382595488311695,0.04018186528828965
HALLMARK_GLYCOLYSIS,-0.03595570125578961,-0.01291962989376661,0.03632972599602363,-0.02198153760586615,0.016901796952942798
HALLMARK_HEDGEHOG_SIGNALING,0.051221011758480865,0.018406312537327118,0.04739760668332313,-0.03046593269675046,-0.011897291179047566
HALLMARK_HEME_METABOLISM,-0.0035508529198677277,0.05976015340724263,-0.09696349732636057,0.010194812487262854,-0.01499925356659961
HALLMARK_HYPOXIA,-0.016267584001539256,-0.020293035481944287,-0.07151682623948363,0.07470733586553811,0.04107685872659341
HALLMARK_IL2_STAT5_SIGNALING,0.00406086593760019,0.01800060312844817,-0.08540373192041685,-0.0055396788928670365,0.01835880681507136
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.028410436232527203,0.03988771922871368,-0.02850911278055157,-0.013235703917440122,0.014535689506768885
HALLMARK_INFLAMMATORY_RESPONSE,0.06777309714120244,0.052655184491972595,-0.058081372861515365,-0.00044714915444729283,0.04972495853841814
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.060920504794430064,0.09706796513627727,-0.0742833131466322,0.013494412085764696,0.01113775021094684
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.04168691841897091,0.049524596526558405,-0.1485804944587721,0.023920742217064712,0.05519411371568664
HALLMARK_KRAS_SIGNALING_DN,-0.02953086599125482,0.060104059047298986,0.023494924689641074,0.011515326659939948,0.03595306092862494
HALLMARK_KRAS_SIGNALING_UP,-0.04515531082611491,-0.00254462949377723,-0.07861564320659158,-0.044062280806621945,0.069707588261858
HALLMARK_MITOTIC_SPINDLE,-0.023082979044019663,0.07860284029050348,-0.016829419013033198,0.006695239976209812,0.046610682289938546
HALLMARK_MTORC1_SIGNALING,-0.02526851531746866,0.015845465724738036,-0.013581631102323582,-0.002057843829190531,0.06043456200307699
HALLMARK_MYC_TARGETS_V1,-0.024207941280769182,0.08778124296501681,-0.03578805408212867,-0.03360091016703522,0.07466232784214068
HALLMARK_MYC_TARGETS_V2,0.0006359094471350244,0.04990233380636122,0.003737862026856146,-0.00670867492906236,0.007157763518566265
HALLMARK_MYOGENESIS,-0.021897857198678743,0.06760716739704786,-0.06795291325548615,-0.11780517529148257,0.016300793286570116
HALLMARK_NOTCH_SIGNALING,-0.031354282693943,0.10035586640079995,0.016141263234263997,-0.0071949705781569895,-0.038330484677323334
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.028010320910425848,0.02939909640077448,-0.018844847011643455,0.041104264108706,-0.01138095760977208
HALLMARK_P53_PATHWAY,0.021352984618386025,0.05763594627226254,-0.08154137566481795,0.02776081166253774,0.04638641253983726
HALLMARK_PANCREAS_BETA_CELLS,-0.042218239247491726,0.03601817637720543,-0.05794402947784932,-0.007566732995620281,-0.0024244898842333035
HALLMARK_PEROXISOME,-0.026028277407904345,0.011714197240554917,-0.1088120582041233,-0.0050145159975677304,0.01724935694119683
HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.03447467135911745,0.04650509491191891,0.006249793092510562,0.018195632015734764,0.035605665870026885
HALLMARK_PROTEIN_SECRETION,-0.024599297519576672,0.03616993498854494,0.015249130401164641,0.003367467312603781,0.026476979661781377
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.03448556360691418,-0.00010753090632625326,-0.11320739635631541,0.11921148079126657,0.06051497851114348
HALLMARK_SPERMATOGENESIS,-0.008875247408502452,0.05406099686043898,-0.08941364790614226,-0.0297733241612027,0.0016320401294540941
HALLMARK_TGF_BETA_SIGNALING,0.04461121484481718,0.09020400130099578,-0.10675986272918898,-0.08011724697284633,0.012649718890695435
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.0014692339339324068,0.020712758105579234,-0.14687109764319686,0.10023013674069337,0.03273932677728098
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,-0.014521980134725,0.04523989599033044,-0.05356659617257889,0.019490331221267934,0.06402660488289136
HALLMARK_UV_RESPONSE_DN,0.012059732304283826,0.02299512143052456,-0.014768940250343714,-0.04779707358921114,0.029173169872987462
HALLMARK_UV_RESPONSE_UP,-0.00898900227868156,0.008767691455030585,0.04575866592146269,0.04865396294932385,0.05556052888783665
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.050119945333774105,0.11162633405456285,0.09865829561261864,-0.04120837206514459,0.06115812170461777
HALLMARK_XENOBIOTIC_METABOLISM,-0.06442453733550269,0.03546419715999139,-0.06470632803967234,0.004744244875209941,0.0024447496303608056
