,UKF248,UKF269,ZH1007nec,ZH1019T1,ZH8811Bbulk,ZH916T1,ZH916bulk
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.005583025390633984,0.13443891687902795,0.18849572052458344,0.15552869870264135,-0.02640001796556232,-0.040709850311636736,-0.047321271572946313
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.02207309656858323,0.08226045166333282,0.1024357841942451,0.04430786369430459,0.03867095841203185,0.019046526674131443,0.036964340299553436
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.013862255894844754,-0.022182264737585576,-0.06193972325655503,0.015490405878495659,0.0517970248550381,0.04916561830964473,0.04999365755718262
HALLMARK_FATTY_ACID_METABOLISM,0.062313563067613334,0.12093523593618606,0.023525642645235614,0.0774128153443746,0.023097554476939553,0.03801316666877775,0.011104115423377098
HALLMARK_G2M_CHECKPOINT,-0.02256118358208998,0.16735826504217477,0.06912143020170453,0.03506100073422099,0.011526685636904437,0.054541272927824076,0.0492690694277738
HALLMARK_GLYCOLYSIS,0.05791177426469422,0.11191325724466053,0.04806553120580546,-0.05529450937066645,0.04208162612497714,0.05318633534189593,0.09741779765617044
HALLMARK_HEDGEHOG_SIGNALING,0.03428211429698129,-0.029493715376006983,0.15540353037698273,0.13565786348104036,-0.008143124215567574,0.017565841266333097,0.01749129098679477
HALLMARK_HEME_METABOLISM,0.015054489895377103,0.14404997125878435,0.09334423262707567,0.13565003257249642,0.04864129128406104,0.06595175747791017,0.08690930030021177
HALLMARK_HYPOXIA,0.021906828706478837,-0.005674287879705222,0.030014147732764562,-0.11979108604828678,-0.029972919817372382,-0.05934364132905748,-0.02277725382190763
HALLMARK_IL2_STAT5_SIGNALING,0.01683422239801238,0.11212689177158476,0.05170082649404822,0.12021643053363627,0.03432539242250282,0.037124591626842895,0.061931813550714226
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.006693267033631838,0.08627945866381209,0.09589535116331985,0.09587276600854229,0.0004325524626373328,0.021543087259014066,-0.00435901345227046
HALLMARK_INFLAMMATORY_RESPONSE,-0.004024042537183184,0.024349699686693073,0.11524050034805164,0.1479452254467639,-0.005453978630559289,-0.02444783729105748,-0.025452218321513436
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.025222877101003936,0.1262493323779733,0.08830362606232031,0.11701568352868934,0.05251561558567325,0.11807810938168435,0.056947549669122605
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.02551137852155611,0.08938206977213263,0.11738558126766084,0.12306091880414176,0.00609177935567466,0.011812019733728306,-0.03526263721711972
HALLMARK_KRAS_SIGNALING_DN,0.010335658571369024,-0.0009149006350029417,0.08072282482746207,0.05255927298531788,0.049344859690837725,0.0966375646368793,0.1407074924267244
HALLMARK_KRAS_SIGNALING_UP,0.00828639368708665,0.024102248195980593,0.10208013658540059,0.002654249557626034,0.04456636198370886,0.02072194278381778,0.004167039028233273
HALLMARK_MITOTIC_SPINDLE,0.02240384619732428,0.1666277885021082,0.09311921907792503,0.06509360609709551,0.0713805994357857,0.05678982900690648,0.09515785074197453
HALLMARK_MTORC1_SIGNALING,0.05812404701078378,0.1164278225888209,0.0433226734976757,-0.08400741622666016,0.005744307002857623,0.004213538158988183,0.008055386420450795
HALLMARK_MYC_TARGETS_V1,0.02451821661153136,0.1508759178688828,-0.017459911532404913,0.08455062897678026,0.08499887967025409,0.041583951024636974,0.058858004926519214
HALLMARK_MYC_TARGETS_V2,0.04741900274555577,0.097425053942748,0.08959992484442081,0.13565222237063027,0.03351558913368592,0.0503070679007901,0.07431121205468366
HALLMARK_MYOGENESIS,-0.0089454969915038,-0.02461736564302034,0.1255002270913372,0.04600251752730235,0.06300123243291526,0.050629562551485645,0.013113800810895035
HALLMARK_NOTCH_SIGNALING,-0.01454032353791575,0.12963375604072153,0.08196816818426994,0.051522034635551946,0.06224477709558879,0.12085689222053277,0.04627017695748591
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.03524134861855865,0.03735364045050518,0.033088367925286244,0.04726617386346375,0.08706078277953867,0.09684414347955658,0.1283789871721215
HALLMARK_P53_PATHWAY,0.00900713726120853,0.1353334470097837,-0.0009650545926482627,0.07198023560225475,0.07814958549894031,0.07852999946411056,0.05947007170731927
HALLMARK_PANCREAS_BETA_CELLS,0.010329732729629676,-0.006963222614607731,0.07155175294279204,0.007474864028868529,0.0737685208969814,0.0839398070636834,0.102983818898636
HALLMARK_PEROXISOME,-0.010234901635858,0.07202425496153518,0.04905103129533101,0.00048814646769949264,0.0713098057560205,0.058352617789195683,0.017686125506407448
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.0073549390253466705,0.12491060503703875,0.07785966368013827,0.11170142429225907,0.06716780573746155,0.07372359463050103,0.053248547564412156
HALLMARK_PROTEIN_SECRETION,0.03963370754244579,0.1658146928983227,0.10968966102936742,0.03937562902361909,0.059038609573406536,0.0619193155706617,0.08109222024778837
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.022680812026293035,-0.07418176449676349,0.028047263793129013,0.06452492504259243,0.09827037647376392,0.055684504649827,-0.06739250797702533
HALLMARK_SPERMATOGENESIS,-0.008708574952896632,0.10828832106134041,0.004506603659036625,0.034534604205639766,0.05351897112268903,0.09365191881725674,0.11300061393847818
HALLMARK_TGF_BETA_SIGNALING,-0.008332651209575477,0.1307457633193319,0.05441046548119164,0.17633846937952072,0.06341434720887389,0.01445749793088023,-0.0010920724449888922
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.026742574079604127,-0.07823769023767188,0.0737405745603666,0.00037115888261316226,-0.012292665840834847,-0.04786888098080834,-0.02099829652071027
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.046021160955179274,0.15042534749821312,0.1041061858124598,0.15845382866964178,0.0825460412415102,0.024621798751614778,0.04085712020714846
HALLMARK_UV_RESPONSE_DN,0.00015034576105974617,0.06692836701388838,0.09032338784675574,-0.04334689934584264,0.0481361062770009,0.005666254767501345,-0.01998940729792359
HALLMARK_UV_RESPONSE_UP,0.05587406142287457,-0.013957327309856661,0.06497868401364341,0.03220596810965788,0.062440914540458636,0.06081744056650819,0.10032466718408141
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.0016060558695281878,0.15451790161200854,-0.0004156723308713949,-0.05477545580647975,0.06879914834251273,0.026938324424119524,0.022818516395464655
HALLMARK_XENOBIOTIC_METABOLISM,-0.013113705634440915,0.06745224433406607,0.10857237342844367,0.011071464650818656,0.05313191533793781,0.08488233909451337,0.08628329688112628
