,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_PROTEIN_SECRETION,-0.021488119612570973,0.08109148344089705,0.06644329986523774,0.11541302472818286,0.08983967837237639,0.18524840678433332,0.03049090333373957
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.0364337076491566,-0.04665357367677573,0.0245372836479883,-0.08584632273916366,0.010601838688892916,0.18102466277920926,-0.033782117733541894
HALLMARK_SPERMATOGENESIS,0.024573778717959353,0.06023208705222155,0.044459295946353755,0.03129620549339938,0.10557638066161874,0.2200978919569007,0.012949850818086438
HALLMARK_TGF_BETA_SIGNALING,-0.006757627569478616,0.1475772680048046,0.037502495206758094,0.11790909290571121,0.0305600026706656,0.08868845737654259,0.12291112026492022
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.011671112019812633,-0.016227460166090932,0.02160774399588974,0.01424725439728914,0.020448730078117715,-0.011721683466704939,0.08914752295084069
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,-0.033240735181683266,0.09033045464508242,0.08698846626222362,0.13001027134866325,0.10931566125014142,0.15328540107366045,0.03869235236832098
HALLMARK_UV_RESPONSE_DN,-0.00416116040327852,0.06583609532075933,0.05772734966409647,0.1222809759125679,0.07042297059105018,0.028625563844452615,0.0845037060221544
HALLMARK_UV_RESPONSE_UP,-0.037920992778302944,0.04483313132253524,0.07731262076866237,0.07582022697968345,0.08349995386143412,0.19033711747025395,-0.006589016123669318
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.1862254142071547,0.13771559445429546,-0.002195330093893837,0.07933635138779017,0.047113962993014256,0.13246285906459754,0.006970199416980189
HALLMARK_XENOBIOTIC_METABOLISM,-0.0450509215646034,0.047721071926211736,0.046122197768499525,0.060046633019662676,-0.030372022346308883,0.2518557982632575,0.1593345367898397
