,UKF248,UKF251,UKF259,UKF275,ZH1019T1,ZH8811Abulk
HALLMARK_PEROXISOME,-0.00514480059223223,0.02872472269280164,-0.03417598561621871,-0.05698002674605012,0.05868032284210028,0.023558913113292355
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.01633548643151075,0.05153806250920101,0.05175995191107373,0.04391113340099219,-0.02048245319677291,0.018117104276412364
HALLMARK_PROTEIN_SECRETION,0.03673424078886822,0.028170900145275866,0.04089016891158192,-0.027334608370988653,6.884433433999762e-05,0.030373209091147622
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.03432493181657151,-0.05920774250922753,0.06776261864914437,-0.08495858378784368,0.03044517211588766,0.020862800998756145
HALLMARK_SPERMATOGENESIS,0.04471749359076002,0.07292865126273297,0.03800108452580394,-0.07623076220553575,0.012164647795255033,-0.0023619352043520465
HALLMARK_TGF_BETA_SIGNALING,0.019897192790175714,0.024505688033799773,-0.021861782533792957,-0.0021794921785692903,-0.050140981984104015,0.042704166210932024
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.010193639380798421,0.041664426932412124,0.04832663289556814,0.08596186035690634,0.041476497012792504,0.050058467681962725
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.07940770572748779,0.05847782768856573,0.04966186414468245,0.032176193783403376,-0.052484471877807685,0.045651504511590175
HALLMARK_UV_RESPONSE_DN,-0.0036004048188167386,-0.0034568226949704974,0.0034150719513499875,-0.03182134811191663,-0.007263970000007537,0.06156763015366097
HALLMARK_UV_RESPONSE_UP,0.05161652583041386,0.017353993049047566,0.05100601886043695,-0.0075553541282786145,0.025697741948007304,0.05377805342444572
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.05124186251130541,0.052277836523048314,0.06422589716731496,0.04787822344571071,0.016128263536158313,0.066504636226391
HALLMARK_XENOBIOTIC_METABOLISM,-0.01889872847417524,0.04073444038927578,0.05086160267489715,0.09701001667517545,-0.009116993285439186,0.129901747266565
