,UKF255,UKF313,ZH1019T1,ZH8811Abulk
HALLMARK_MYC_TARGETS_V2,-0.04502661851926186,0.03275122970567882,0.009716419189068405,-0.031059765926914618
HALLMARK_MYOGENESIS,-0.018131197549136682,0.012358166352844228,0.09862411890860599,0.031830353732617576
HALLMARK_NOTCH_SIGNALING,-0.052017646490489754,0.0729637716209337,-0.04082588155444668,0.02472142586109202
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.0005328905430891146,0.12353203532662167,-0.03268453493714755,0.045884650585465016
HALLMARK_P53_PATHWAY,0.033838417694159836,0.0910688314419612,0.01770871902937029,0.01377300776638902
HALLMARK_PANCREAS_BETA_CELLS,0.029000541505641336,0.08213073783460802,-0.06436416546884072,0.04579255225312978
HALLMARK_PEROXISOME,-0.04470183447892262,0.002613156143746344,-0.033383525280497435,0.04439259303477018
HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.039025483720295275,0.08954495339829076,-0.015495663490313154,0.03796898533838645
HALLMARK_PROTEIN_SECRETION,0.05839631681147722,0.10447820819552739,-0.06261448430130699,0.019975221985213672
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.08846065558689166,0.13159477674579953,-0.023956872595713958,0.03943882637604885
HALLMARK_SPERMATOGENESIS,0.012163409594112837,0.08543539427632128,-0.01828565755657663,0.022072007272625663
HALLMARK_TGF_BETA_SIGNALING,-0.04692282445898199,0.04806854499239604,-0.09191114547397924,0.034337081520075426
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.0328729580648602,-0.018770387227682227,-0.058371407706051995,0.04880089173954313
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,-0.030251195552440234,0.09681409651847239,-0.0123912800561577,0.015069230868872033
HALLMARK_UV_RESPONSE_DN,-0.009307237670522628,-0.017450095887199715,-0.03949585157012463,0.0654878906622789
HALLMARK_UV_RESPONSE_UP,-0.03386263273986012,0.005649648290017775,0.009797564682380567,0.004204651272312874
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.10760062377803281,-0.07458149786676498,-0.04262006425470121,0.032990771853920846
HALLMARK_XENOBIOTIC_METABOLISM,0.12028905454561374,0.09926798571184095,0.010601470910201657,0.014783307928818157
