,MGH258,ZH1007inf,ZH1019T1,ZH881inf,ZH916T1
HALLMARK_INFLAMMATORY_RESPONSE,0.0460963847766539,0.04284876889347111,0.030839167165138088,-0.011087919966009462,0.013901835549059126
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.05470514177415681,0.1147138597697476,-0.007107753774188756,0.08204783468366099,0.07100360061802563
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.04306456545532708,0.13245944381745897,0.01624332038987967,0.014116425402621143,0.043301272221083695
HALLMARK_KRAS_SIGNALING_DN,-0.0086377559366052,0.09748986571771384,-0.05066990743386077,0.05246686079454635,0.14185221959521915
HALLMARK_KRAS_SIGNALING_UP,-0.016340498798587816,0.1981119155185213,0.04291774522261237,0.03660292995456629,0.032647992187729916
HALLMARK_MITOTIC_SPINDLE,0.01654067174804378,0.10773209331569522,0.028421106632894103,0.08006956821751139,0.09263028463212176
HALLMARK_MTORC1_SIGNALING,0.01739316395514226,0.17459295031373417,0.02918596097292149,0.010247067728957938,0.051006785082725374
HALLMARK_MYC_TARGETS_V1,0.11703743847727857,0.14629165722239237,0.011428684136681152,0.09501959113995748,0.1315722512045119
HALLMARK_MYC_TARGETS_V2,-0.02087816860804624,0.06479993540452074,0.015615850237051102,0.013565032992854657,0.011431100516285526
HALLMARK_MYOGENESIS,-0.05089023904552608,0.06484834663708466,-0.007704534869373272,0.012896581991577338,0.031017945182631016
HALLMARK_NOTCH_SIGNALING,0.010148485760071225,0.11770890044199303,-0.0027868604757756398,0.06234915862930894,0.11600173687268538
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.05407993287780657,0.11867192615681922,0.0025526278494175073,0.11055021179408916,0.16945644505052046
HALLMARK_P53_PATHWAY,0.1235813829993055,0.12090528486584526,0.1038861418236614,0.04825437872645022,0.13863849094689595
HALLMARK_PANCREAS_BETA_CELLS,0.07626655586547243,0.1486076563572152,0.024880016853151412,0.002903107310345081,0.1667448506536439
HALLMARK_PEROXISOME,0.028024579637973272,0.032337144358540924,-0.018201749274969186,0.040119535478224874,0.14383975402194638
HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.010802263725062143,0.15437906645119748,0.03133775315961611,0.05495285576491191,0.09102517435626864
HALLMARK_PROTEIN_SECRETION,0.026984655760408975,0.1647739655912268,0.009228721001615293,0.12069100130573274,0.09470993315493814
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.1002642434809166,0.06379726865772421,0.022119113587565048,0.08780709704566524,0.11158638710788563
HALLMARK_SPERMATOGENESIS,-0.021372580757922827,0.13585118325766538,0.04859319471709486,0.019232340118984833,0.14355236500795984
HALLMARK_TGF_BETA_SIGNALING,0.0627509253391072,0.1129482199103882,-0.0176584145821068,0.023661294134979135,0.040563466220012175
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.03929749651137969,0.09532831002137836,0.025140256108471197,-0.040140011409088634,-0.013999550770998709
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.08015261336065413,0.16512255531051276,0.07330560780374096,0.05910172345508448,0.07062691778543624
HALLMARK_UV_RESPONSE_DN,-0.015637320364624556,0.11473282180877568,-0.021598042051657003,0.04339392158794054,0.0215575581914671
HALLMARK_UV_RESPONSE_UP,0.03800763453854998,0.12474552700751092,0.03396210000244091,0.04728092449672722,0.08854067417885515
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.01717281561620126,-0.0280492511245574,-0.044318063201899766,0.04021101610642991,0.027273525741152493
HALLMARK_XENOBIOTIC_METABOLISM,-0.036824602505983496,0.14917206031569658,0.036594996292886366,0.05405008417732621,0.11113578014755364
