,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.06603791551034012,0.05399848199813045,0.0473721649340159,0.0940090641976159
HALLMARK_P53_PATHWAY,0.1096488062204336,0.06588659984471698,0.08120416477852316,0.08601550114412988
HALLMARK_PANCREAS_BETA_CELLS,0.0012596578030598913,0.06680306598736165,0.05374452993420196,0.05593845237800008
HALLMARK_PEROXISOME,0.0013588998502093222,-0.05859854801179883,0.05203735027827078,0.08714831317961166
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.06202862535898914,0.07331130161677911,0.09920168635348908,0.08896714526794083
HALLMARK_PROTEIN_SECRETION,0.0579928390724764,0.03730977082391404,0.12818949412457492,0.1073592445306496
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.03416552731907646,-0.025736482099514905,0.04622470399888777,0.10020099796059934
HALLMARK_SPERMATOGENESIS,-0.032397261792225386,0.04685922492966109,0.07033699157631965,0.09395374733966604
HALLMARK_TGF_BETA_SIGNALING,0.00861116624907709,0.08744975094305957,0.020719357615002355,0.09895800728056298
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.001645082967075269,-0.050983150451022,0.0023490197534991857,-0.020456490050851085
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.09160092996485143,0.11172112923615991,0.11576978959428223,0.1007092025552508
HALLMARK_UV_RESPONSE_DN,0.029264495795566156,0.11384929644135912,0.05405453457000429,0.09815306130452217
HALLMARK_UV_RESPONSE_UP,0.09715679898184516,0.08336259036904996,0.1441191180148858,0.07686132816883941
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.08844842586222737,0.05208675981443507,0.002648756519110941,0.01306839575218672
HALLMARK_XENOBIOTIC_METABOLISM,0.09484279540986804,0.035633564617558296,0.06155218216472394,0.09111564902137088
