,MGH258,UKF334,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH916T1,ZH916bulk
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.10901140733198547,0.005185955809377514,0.020297351611148443,0.001319079089968011,-0.02296379195937517,0.10913253422239187,0.038846084418296865
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.07731453313330455,0.0008403426604268569,0.03000674836419759,-0.038309524598610256,0.0731777551480771,0.14138684219639425,0.024415181080524474
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.02540288276929511,0.008864759855011565,-0.13103191096624162,0.0642773619857724,0.06033805022994858,0.12575653679572235,0.05831617335672651
HALLMARK_FATTY_ACID_METABOLISM,-0.0054336063928502685,-0.017854090306509165,-0.004256681304599624,-0.05310576280789116,0.005092514663882103,0.07766452561798506,0.022930742801640147
HALLMARK_G2M_CHECKPOINT,0.09691932534141422,0.08069182556391825,-0.044923588417842185,0.031130900201769406,0.09657421872238303,0.09443552772019585,0.04848246538403552
HALLMARK_GLYCOLYSIS,0.1084094032740839,0.03617216973736784,-0.08824863043090476,0.010139813929299175,0.0823307914091123,0.1639877316238289,0.05380265253477376
HALLMARK_HEDGEHOG_SIGNALING,-0.02779133237845599,-0.037027701263606376,-0.014311798041364713,0.044854689641312166,0.07603673023044873,0.1473567065673874,-0.04744660821115922
HALLMARK_HEME_METABOLISM,0.031631577312306876,0.035241495588598404,-0.06606646409296467,0.06028071237997865,0.09083004715380166,0.16889026201652174,0.09474560340948321
HALLMARK_HYPOXIA,0.09339901542774948,0.041983976982223316,0.08060668083348702,-0.0820949870594585,-0.06494039640969834,0.022039031042643042,0.02451192212968267
HALLMARK_IL2_STAT5_SIGNALING,-0.06853850283807697,-0.0025750672393299837,-0.08509762827904485,0.04615033454192949,0.07121624250236665,0.14446713309645004,0.06190357991705893
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.08060504915083284,-0.028631485309089513,0.00269381230499775,0.01862627164377367,0.06323364503258568,0.13789250765988256,0.04593285531453172
HALLMARK_INFLAMMATORY_RESPONSE,0.08222835336840696,-0.0065086314871222175,-0.054197823358209406,-0.045136174408247236,0.011819586295985608,0.11357208057875406,0.029088751845658904
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.09196612475658422,0.017844826534607748,-0.1436238882619217,0.09983104889769548,0.0655042354308807,0.10873410801209915,0.13107249413346483
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.0796060677720634,-0.0171797373919911,-0.05915127941960964,-0.007755548476589663,0.03250072889645981,0.16404747631689645,0.030336216713191557
HALLMARK_KRAS_SIGNALING_DN,0.060189861894780296,0.03139180679596697,-0.0824656546736367,0.03303150807372494,0.06809589041337667,0.11306492886593392,0.08110362023592965
HALLMARK_KRAS_SIGNALING_UP,0.049762284886042486,-0.014981760646574317,-0.09928610136977725,0.08379327742270037,0.09228304706817061,0.1590069287433106,0.05727106648039931
HALLMARK_MITOTIC_SPINDLE,0.036867728804407494,0.04401652317497736,-0.01280544897237219,0.029888628566518773,0.09749305146897881,0.16285713029080542,0.0920413088431325
HALLMARK_MTORC1_SIGNALING,0.1073003242219209,0.03284055406259501,0.0582154484256909,-0.05902150718631044,-0.0014768746099183242,0.09719411000722816,0.03419587259736795
HALLMARK_MYC_TARGETS_V1,0.08705887887035119,0.011975557769037023,0.0046205203477030846,0.10046516576245908,0.10330096325790591,0.09572419992994156,0.059443288086985645
HALLMARK_MYC_TARGETS_V2,0.0401660002865848,0.0795769178424315,-0.12868019803715997,-0.023086815209991868,0.1005206607741404,0.12833904837128823,0.03226285602308133
HALLMARK_MYOGENESIS,0.05080442346461412,-0.026036615565355695,-0.02027086990896668,0.06433545911387935,0.09714283335364261,0.126335551684787,0.07030776603618523
HALLMARK_NOTCH_SIGNALING,0.09685664459248683,0.059696740908096894,-0.12969472117936476,0.06795421459551466,0.129615908330983,0.09618852978114915,0.12076776517863336
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.10198626216168442,-0.028887292085554513,-0.09980947144151109,0.072394515771531,0.09988326192551995,0.10435458306661535,0.0815559366369502
HALLMARK_P53_PATHWAY,-0.02002679966203505,0.002704648207300638,0.06355485166631732,0.03128807077545596,0.06444298147824126,0.13966698302295824,0.048890320813044646
HALLMARK_PANCREAS_BETA_CELLS,0.061347609264711514,-0.07528791624046209,-0.08025718003808632,0.09579329955819534,0.09147886251179535,0.10695249508644189,0.010054346143551442
HALLMARK_PEROXISOME,-0.026324894391922087,0.04783849010959194,-0.04035425321137971,0.03197134773070978,0.06493344686542371,0.15473282889141649,0.05516423080546947
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.08008205743125694,-0.011883914825376336,-0.037085405081752676,0.07384457991496858,0.09576906294077604,0.1476755417075242,0.11698198606601778
HALLMARK_PROTEIN_SECRETION,0.07963087573746946,0.021691800591185716,-0.08727374172983592,0.04723226933873794,0.10739685993089972,0.15880631623666364,0.061248469880945074
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.09205630215290359,-0.04607976377931937,-0.0035785542800068535,0.03855105655166641,0.08267951829952448,0.16889858375563996,0.003835734818825272
HALLMARK_SPERMATOGENESIS,0.06797391816032644,-0.02064444576831978,-0.01949295188444033,0.050632935568132184,0.10001887952268648,0.11371115543661299,0.05634617483227068
HALLMARK_TGF_BETA_SIGNALING,0.05380238549148877,0.03477133767980825,-0.06644760515564242,0.0972539838813341,0.09557867931150163,0.1432391683820598,0.07651969374049018
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.09263233073172056,0.011690198512454937,-0.01095083267789307,-0.092969838286875,0.04537183005407385,0.07219348946375538,0.026665352026371516
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.10592864527276326,0.04644237882027795,-0.06850306906067978,0.02996518067730424,0.10193451142135368,0.17160399142105678,0.07715340663519668
HALLMARK_UV_RESPONSE_DN,0.10608685811181325,-0.0379726813414832,-0.0037350574552117194,0.07457218670466742,0.07683900923956453,0.11106673637670869,0.0553792590072968
HALLMARK_UV_RESPONSE_UP,0.05628012382636323,-0.012008375937711042,-0.024030406517798322,-0.009562319581435772,0.08632472285212227,0.12341748506402397,0.0502860985342388
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.07723563414582145,0.08484499971504639,-0.03841421620544678,-0.0009307392711285045,0.02778368420393866,0.14626612829297522,0.009209657940477387
HALLMARK_XENOBIOTIC_METABOLISM,0.0573603120157706,0.0009617594070051692,-0.06269601465950415,0.0162309966118668,0.07930306803950207,0.15488232063753296,0.10698057487074776
